order_id,order_date,customer_id,store_id,channel,status,payment_mode,delivery_days,is_delayed,cancellation_reason,return_reason
ORD-0007925,2024-09-10 18:40:00,C-002321,WF-004,Online,Delivered,Cash,1,False,,
ORD-0007926,2024-09-10 15:52:00,C-003227,WF-007,Offline,Delivered,UPI,0,False,,
ORD-0007927,2024-09-10 12:47:00,C-002339,WF-021,Offline,Delivered,Cash,0,False,,
ORD-0007928,2024-09-10 10:59:00,C-002693,WF-002,Online,Delivered,UPI,2,False,,
ORD-0007929,2024-09-10 18:00:00,C-003781,WF-029,Offline,Delivered,Cash,0,False,,
ORD-0007930,2024-09-10 15:17:00,C-004521,WF-002,Online,Delivered,UPI,1,False,,
ORD-0007931,2024-09-10 15:29:00,C-000944,WF-013,Offline,Delivered,Cash,0,False,,
ORD-0007932,2024-09-10 13:11:00,C-004239,WF-026,Offline,Delivered,Debit Card,0,False,,
ORD-0007933,2024-09-10 16:16:00,C-003169,WF-009,Offline,Delivered,Cash,0,False,,
ORD-0007934,2024-09-10 16:14:00,C-002477,WF-010,Offline,Delivered,Cash,0,False,,
ORD-0007935,2024-09-10 16:57:00,C-003370,WF-028,Online,Delivered,Net Banking,0,False,,
ORD-0007936,2024-09-10 08:25:00,C-003713,WF-007,Online,Delivered,UPI,1,False,,
ORD-0007937,2024-09-10 15:45:00,C-004267,WF-028,Offline,Delivered,Credit Card,0,False,,
ORD-0007938,2024-09-10 11:05:00,C-002150,WF-022,Offline,Delivered,Cash,0,False,,
ORD-0007939,2024-09-10 17:53:00,C-004678,WF-009,Offline,Delivered,Debit Card,0,False,,
ORD-0007940,2024-09-11 14:25:00,C-003976,WF-007,Offline,Delivered,Cash,0,False,,
ORD-0007941,2024-09-11 09:11:00,C-000874,WF-023,Offline,Delivered,UPI,0,False,,
ORD-0007942,2024-09-11 15:42:00,C-001405,WF-021,Offline,Cancelled,Debit Card,0,False,Wrong item ordered,
ORD-0007943,2024-09-11 12:12:00,C-003377,WF-017,Offline,Delivered,Debit Card,0,False,,
ORD-0007944,2024-09-11 16:32:00,C-002948,WF-003,Offline,Delivered,UPI,0,False,,
ORD-0007945,2024-09-11 20:39:00,C-000138,WF-004,Online,Delivered,Debit Card,0,False,,
ORD-0007946,2024-09-11 14:06:00,C-000217,WF-021,Offline,Cancelled,Wallet,0,False,Delivery delay,
ORD-0007947,2024-09-11 16:57:00,C-004569,WF-006,Offline,Delivered,Cash,0,False,,
ORD-0007948,2024-09-11 19:26:00,C-002056,WF-001,Offline,Delivered,Wallet,0,False,,
ORD-0007949,2024-09-11 09:02:00,C-003652,WF-003,Offline,Delivered,Cash,0,False,,
ORD-0007950,2024-09-11 16:19:00,C-004177,WF-012,Offline,Delivered,Credit Card,0,False,,
ORD-0007951,2024-09-11 10:23:00,C-002485,WF-007,Offline,Delivered,Credit Card,0,False,,
ORD-0007952,2024-09-11 18:40:00,C-001288,WF-013,Offline,Cancelled,Cash,0,False,Price issue,
ORD-0007953,2024-09-11 14:35:00,C-001034,WF-003,Offline,Delivered,UPI,0,False,,
ORD-0007954,2024-09-11 16:50:00,C-001538,WF-015,Online,Delivered,Cash,1,False,,
ORD-0007955,2024-09-11 15:52:00,C-000787,WF-013,Online,Delivered,UPI,1,False,,
ORD-0007956,2024-09-11 18:21:00,C-001300,WF-030,Online,Delivered,UPI,2,False,,
ORD-0007957,2024-09-11 11:07:00,C-000803,WF-027,Online,Delivered,Cash,1,False,,
ORD-0007958,2024-09-11 17:36:00,C-004815,WF-009,Online,Delivered,Debit Card,2,False,,
ORD-0007959,2024-09-11 11:46:00,C-002006,WF-023,Offline,Delivered,Cash,0,False,,
ORD-0007960,2024-09-11 17:58:00,C-003376,WF-007,Online,Delivered,UPI,1,False,,
ORD-0007961,2024-09-11 12:43:00,C-000676,WF-016,Offline,Delivered,UPI,0,False,,
ORD-0007962,2024-09-11 20:06:00,C-002357,WF-017,Online,Delivered,Credit Card,2,False,,
ORD-0007963,2024-09-11 15:24:00,C-000873,WF-004,Online,Delivered,Wallet,0,False,,
ORD-0007964,2024-09-11 18:03:00,C-002386,WF-020,Online,Delivered,Cash,0,False,,
ORD-0007965,2024-09-11 11:46:00,C-001777,WF-002,Offline,Delivered,Cash,0,False,,
ORD-0007966,2024-09-11 14:51:00,C-003414,WF-020,Online,Delivered,UPI,2,False,,
ORD-0007967,2024-09-11 11:07:00,C-002751,WF-007,Offline,Delivered,UPI,0,False,,
ORD-0007968,2024-09-11 10:39:00,C-004487,WF-016,Offline,Delivered,UPI,0,False,,
ORD-0007969,2024-09-11 20:33:00,C-000581,WF-016,Offline,Delivered,Cash,0,False,,
ORD-0007970,2024-09-11 08:24:00,C-000039,WF-021,Online,Delivered,UPI,1,False,,
ORD-0007971,2024-09-11 12:21:00,C-002954,WF-030,Online,Delivered,Cash,1,False,,
ORD-0007972,2024-09-11 19:24:00,C-001650,WF-012,Offline,Delivered,Cash,0,False,,
ORD-0007973,2024-09-11 13:10:00,C-001728,WF-030,Offline,Delivered,Cash,0,False,,
ORD-0007974,2024-09-11 14:26:00,C-004964,WF-022,Offline,Delivered,Debit Card,0,False,,
ORD-0007975,2024-09-11 17:39:00,C-004866,WF-003,Offline,Delivered,UPI,0,False,,
ORD-0007976,2024-09-11 15:14:00,C-003659,WF-029,Offline,Returned,Debit Card,0,False,,Allergic reaction
ORD-0007977,2024-09-11 12:04:00,C-004981,WF-002,Offline,Delivered,Debit Card,0,False,,
ORD-0007978,2024-09-11 20:00:00,C-001599,WF-005,Online,Delivered,UPI,0,False,,
ORD-0007979,2024-09-11 14:00:00,C-000061,WF-020,Offline,Delivered,Credit Card,0,False,,
ORD-0007980,2024-09-11 17:26:00,C-002293,WF-016,Offline,Delivered,UPI,0,False,,
ORD-0007981,2024-09-11 18:09:00,C-001365,WF-009,Offline,Delivered,UPI,0,False,,
ORD-0007982,2024-09-11 10:07:00,C-004412,WF-012,Online,Delivered,UPI,2,False,,
ORD-0007983,2024-09-11 13:44:00,C-004589,WF-009,Offline,Delivered,Credit Card,0,False,,
ORD-0007984,2024-09-11 18:43:00,C-004715,WF-010,Online,Returned,Credit Card,0,False,,Changed mind
ORD-0007985,2024-09-11 15:29:00,C-000427,WF-017,Online,Delivered,Credit Card,3,True,,
ORD-0007986,2024-09-11 13:37:00,C-000366,WF-012,Offline,Delivered,Debit Card,0,False,,
ORD-0007987,2024-09-11 15:12:00,C-002004,WF-016,Offline,Delivered,Credit Card,0,False,,
ORD-0007988,2024-09-11 21:41:00,C-000477,WF-025,Offline,Delivered,Credit Card,0,False,,
ORD-0007989,2024-09-11 22:47:00,C-003885,WF-015,Online,Delivered,UPI,1,False,,
ORD-0007990,2024-09-11 13:56:00,C-000563,WF-012,Online,Delivered,Wallet,1,False,,
ORD-0007991,2024-09-11 17:14:00,C-000296,WF-021,Online,Delivered,Credit Card,1,False,,
ORD-0007992,2024-09-11 10:06:00,C-004173,WF-010,Online,Delivered,Credit Card,0,False,,
ORD-0007993,2024-09-11 13:49:00,C-003309,WF-012,Online,Delivered,UPI,1,False,,
ORD-0007994,2024-09-11 12:40:00,C-004184,WF-014,Offline,Delivered,Wallet,0,False,,
ORD-0007995,2024-09-11 08:12:00,C-003990,WF-008,Offline,Delivered,Cash,0,False,,
ORD-0007996,2024-09-11 09:39:00,C-001689,WF-003,Offline,Delivered,Credit Card,0,False,,
ORD-0007997,2024-09-11 22:51:00,C-001780,WF-009,Online,Delivered,UPI,1,False,,
ORD-0007998,2024-09-11 14:14:00,C-004024,WF-009,Offline,Delivered,UPI,0,False,,
ORD-0007999,2024-09-12 08:56:00,C-004419,WF-030,Offline,Delivered,Debit Card,0,False,,
ORD-0008000,2024-09-12 13:17:00,C-003486,WF-006,Offline,Delivered,Cash,0,False,,
ORD-0008001,2024-09-12 13:38:00,C-002972,WF-018,Offline,Delivered,Credit Card,0,False,,
ORD-0008002,2024-09-12 18:09:00,C-002349,WF-015,Offline,Delivered,Credit Card,0,False,,
ORD-0008003,2024-09-12 11:30:00,C-001292,WF-003,Offline,Delivered,Debit Card,0,False,,
ORD-0008004,2024-09-12 19:40:00,C-003067,WF-012,Online,Delivered,Debit Card,3,True,,
ORD-0008005,2024-09-12 18:11:00,C-000472,WF-027,Offline,Delivered,Debit Card,0,False,,
ORD-0008006,2024-09-12 08:12:00,C-003860,WF-026,Offline,Delivered,Debit Card,0,False,,
ORD-0008007,2024-09-12 14:11:00,C-000160,WF-018,Offline,Returned,Credit Card,0,False,,Wrong item received
ORD-0008008,2024-09-12 15:55:00,C-003239,WF-028,Online,Delivered,Cash,1,False,,
ORD-0008009,2024-09-12 16:32:00,C-001245,WF-003,Offline,Returned,Cash,0,False,,Expired product
ORD-0008010,2024-09-12 17:59:00,C-003149,WF-011,Online,Delivered,Net Banking,1,False,,
ORD-0008011,2024-09-12 15:41:00,C-004247,WF-019,Offline,Delivered,UPI,0,False,,
ORD-0008012,2024-09-12 12:35:00,C-001317,WF-010,Online,Delivered,Debit Card,1,False,,
ORD-0008013,2024-09-12 11:07:00,C-002678,WF-021,Online,Delivered,Net Banking,1,False,,
ORD-0008014,2024-09-12 14:39:00,C-002533,WF-006,Offline,Delivered,Debit Card,0,False,,
ORD-0008015,2024-09-12 16:51:00,C-000746,WF-002,Offline,Delivered,UPI,0,False,,
ORD-0008016,2024-09-12 14:54:00,C-004638,WF-006,Online,Delivered,Cash,0,False,,
ORD-0008017,2024-09-12 15:24:00,C-004392,WF-011,Offline,Cancelled,UPI,0,False,Wrong item ordered,
ORD-0008018,2024-09-12 15:15:00,C-000523,WF-010,Offline,Delivered,Cash,0,False,,
ORD-0008019,2024-09-12 09:41:00,C-000948,WF-028,Offline,Delivered,Debit Card,0,False,,
ORD-0008020,2024-09-12 11:25:00,C-001534,WF-027,Offline,Delivered,Credit Card,0,False,,
ORD-0008021,2024-09-12 15:57:00,C-000769,WF-021,Online,Delivered,UPI,1,False,,
ORD-0008022,2024-09-12 17:59:00,C-002060,WF-015,Offline,Delivered,UPI,0,False,,
ORD-0008023,2024-09-12 12:50:00,C-000661,WF-005,Offline,Delivered,UPI,0,False,,
ORD-0008024,2024-09-12 16:38:00,C-004555,WF-004,Online,Delivered,UPI,1,False,,
ORD-0008025,2024-09-12 11:07:00,C-001825,WF-027,Offline,Delivered,UPI,0,False,,
ORD-0008026,2024-09-12 19:21:00,C-004966,WF-015,Online,Delivered,Cash,2,False,,
ORD-0008027,2024-09-12 09:27:00,C-002816,WF-011,Offline,Delivered,Cash,0,False,,
ORD-0008028,2024-09-12 16:53:00,C-003410,WF-025,Offline,Delivered,UPI,0,False,,
ORD-0008029,2024-09-12 15:00:00,C-000152,WF-026,Offline,Delivered,UPI,0,False,,
ORD-0008030,2024-09-12 16:42:00,C-002832,WF-008,Offline,Delivered,Cash,0,False,,
ORD-0008031,2024-09-12 18:42:00,C-002692,WF-002,Online,Delivered,Wallet,1,False,,
ORD-0008032,2024-09-12 15:59:00,C-000416,WF-015,Offline,Delivered,Cash,0,False,,
ORD-0008033,2024-09-12 18:14:00,C-003921,WF-017,Offline,Delivered,Cash,0,False,,
ORD-0008034,2024-09-12 15:32:00,C-001024,WF-006,Offline,Delivered,Cash,0,False,,
ORD-0008035,2024-09-12 18:21:00,C-002593,WF-029,Offline,Delivered,Credit Card,0,False,,
ORD-0008036,2024-09-12 09:19:00,C-003189,WF-017,Online,Delivered,Net Banking,2,False,,
ORD-0008037,2024-09-12 10:59:00,C-000653,WF-020,Online,Delivered,UPI,0,False,,
ORD-0008038,2024-09-12 18:09:00,C-000762,WF-029,Offline,Delivered,UPI,0,False,,
ORD-0008039,2024-09-12 11:11:00,C-003281,WF-007,Online,Delivered,UPI,1,False,,
ORD-0008040,2024-09-12 09:01:00,C-003668,WF-021,Offline,Delivered,UPI,0,False,,
ORD-0008041,2024-09-12 12:09:00,C-002012,WF-027,Online,Delivered,Cash,2,False,,
ORD-0008042,2024-09-12 10:14:00,C-001705,WF-011,Online,Delivered,Debit Card,2,False,,
ORD-0008043,2024-09-12 12:17:00,C-000786,WF-024,Offline,Delivered,Credit Card,0,False,,
ORD-0008044,2024-09-12 17:27:00,C-001886,WF-029,Offline,Delivered,UPI,0,False,,
ORD-0008045,2024-09-12 11:13:00,C-002002,WF-014,Offline,Delivered,Debit Card,0,False,,
ORD-0008046,2024-09-12 21:44:00,C-000828,WF-016,Offline,Delivered,Cash,0,False,,
ORD-0008047,2024-09-12 13:31:00,C-001123,WF-006,Online,Delivered,Credit Card,2,False,,
ORD-0008048,2024-09-12 16:28:00,C-000228,WF-026,Offline,Delivered,Cash,0,False,,
ORD-0008049,2024-09-12 16:41:00,C-000687,WF-009,Online,Delivered,Cash,1,False,,
ORD-0008050,2024-09-12 12:52:00,C-004487,WF-005,Online,Delivered,UPI,1,False,,
ORD-0008051,2024-09-12 16:45:00,C-003290,WF-020,Offline,Delivered,UPI,0,False,,
ORD-0008052,2024-09-12 15:41:00,C-004944,WF-007,Offline,Delivered,Credit Card,0,False,,
ORD-0008053,2024-09-12 12:58:00,C-003381,WF-022,Online,Returned,Cash,0,False,,Changed mind
ORD-0008054,2024-09-12 11:13:00,C-001609,WF-020,Online,Delivered,UPI,0,False,,
ORD-0008055,2024-09-12 08:17:00,C-004582,WF-027,Offline,Returned,UPI,0,False,,Wrong item received
ORD-0008056,2024-09-12 18:31:00,C-003847,WF-028,Offline,Delivered,Cash,0,False,,
ORD-0008057,2024-09-12 19:02:00,C-001844,WF-009,Offline,Delivered,Wallet,0,False,,
ORD-0008058,2024-09-13 12:57:00,C-000458,WF-026,Offline,Delivered,Cash,0,False,,
ORD-0008059,2024-09-13 14:42:00,C-001739,WF-003,Offline,Delivered,Cash,0,False,,
ORD-0008060,2024-09-13 18:24:00,C-003050,WF-014,Offline,Delivered,UPI,0,False,,
ORD-0008061,2024-09-13 15:18:00,C-002870,WF-027,Offline,Returned,Credit Card,0,False,,Allergic reaction
ORD-0008062,2024-09-13 17:36:00,C-002824,WF-024,Offline,Delivered,UPI,0,False,,
ORD-0008063,2024-09-13 15:23:00,C-001805,WF-004,Offline,Delivered,Credit Card,0,False,,
ORD-0008064,2024-09-13 16:39:00,C-000973,WF-008,Offline,Delivered,UPI,0,False,,
ORD-0008065,2024-09-13 22:20:00,C-003144,WF-028,Offline,Delivered,UPI,0,False,,
ORD-0008066,2024-09-13 18:12:00,C-004663,WF-029,Online,Delivered,UPI,1,False,,
ORD-0008067,2024-09-13 15:05:00,C-004692,WF-009,Offline,Delivered,Debit Card,0,False,,
ORD-0008068,2024-09-13 14:26:00,C-002334,WF-015,Offline,Delivered,Cash,0,False,,
ORD-0008069,2024-09-13 10:58:00,C-000457,WF-010,Offline,Delivered,Cash,0,False,,
ORD-0008070,2024-09-13 14:59:00,C-004509,WF-015,Online,Delivered,Credit Card,2,False,,
ORD-0008071,2024-09-13 16:56:00,C-001247,WF-024,Offline,Delivered,UPI,0,False,,
ORD-0008072,2024-09-13 16:12:00,C-002431,WF-004,Online,Delivered,Credit Card,2,False,,
ORD-0008073,2024-09-13 21:55:00,C-000154,WF-002,Offline,Delivered,UPI,0,False,,
ORD-0008074,2024-09-13 17:21:00,C-002906,WF-011,Online,Delivered,UPI,0,False,,
ORD-0008075,2024-09-13 18:06:00,C-002142,WF-018,Online,Delivered,Debit Card,2,False,,
ORD-0008076,2024-09-13 18:38:00,C-002417,WF-027,Online,Delivered,Cash,1,False,,
ORD-0008077,2024-09-13 15:30:00,C-003842,WF-027,Offline,Delivered,UPI,0,False,,
ORD-0008078,2024-09-13 14:19:00,C-001717,WF-005,Online,Delivered,UPI,1,False,,
ORD-0008079,2024-09-13 16:42:00,C-003112,WF-011,Online,Delivered,Cash,1,False,,
ORD-0008080,2024-09-13 15:43:00,C-004962,WF-022,Online,Delivered,Credit Card,1,False,,
ORD-0008081,2024-09-13 16:46:00,C-001140,WF-013,Online,Delivered,Credit Card,1,False,,
ORD-0008082,2024-09-13 17:38:00,C-000293,WF-016,Offline,Delivered,UPI,0,False,,
ORD-0008083,2024-09-13 12:10:00,C-004665,WF-017,Offline,Delivered,Cash,0,False,,
ORD-0008084,2024-09-13 15:04:00,C-000849,WF-030,Offline,Delivered,Debit Card,0,False,,
ORD-0008085,2024-09-13 11:04:00,C-003942,WF-015,Offline,Delivered,UPI,0,False,,
ORD-0008086,2024-09-13 09:35:00,C-001747,WF-029,Online,Delivered,Cash,1,False,,
ORD-0008087,2024-09-13 16:20:00,C-001260,WF-025,Offline,Delivered,Cash,0,False,,
ORD-0008088,2024-09-13 12:57:00,C-000591,WF-020,Online,Delivered,Debit Card,3,True,,
ORD-0008089,2024-09-13 17:51:00,C-004361,WF-018,Offline,Delivered,Credit Card,0,False,,
ORD-0008090,2024-09-13 11:28:00,C-001351,WF-024,Offline,Delivered,UPI,0,False,,
ORD-0008091,2024-09-13 08:19:00,C-001490,WF-005,Offline,Returned,UPI,0,False,,Allergic reaction
ORD-0008092,2024-09-13 17:19:00,C-000298,WF-021,Online,Cancelled,UPI,0,False,Price issue,
ORD-0008093,2024-09-13 10:26:00,C-003596,WF-005,Offline,Delivered,Credit Card,0,False,,
ORD-0008094,2024-09-13 09:28:00,C-003064,WF-008,Offline,Delivered,UPI,0,False,,
ORD-0008095,2024-09-13 13:47:00,C-002541,WF-011,Offline,Delivered,Cash,0,False,,
ORD-0008096,2024-09-13 10:33:00,C-002613,WF-007,Offline,Delivered,Cash,0,False,,
ORD-0008097,2024-09-13 11:47:00,C-004126,WF-017,Offline,Delivered,Cash,0,False,,
ORD-0008098,2024-09-13 17:39:00,C-001957,WF-004,Online,Delivered,Credit Card,1,False,,
ORD-0008099,2024-09-13 18:11:00,C-004306,WF-009,Offline,Delivered,Debit Card,0,False,,
ORD-0008100,2024-09-13 08:42:00,C-004337,WF-026,Offline,Delivered,UPI,0,False,,
ORD-0008101,2024-09-13 19:45:00,C-004728,WF-022,Offline,Delivered,Debit Card,0,False,,
ORD-0008102,2024-09-13 18:21:00,C-000322,WF-017,Offline,Delivered,Debit Card,0,False,,
ORD-0008103,2024-09-13 13:45:00,C-003576,WF-015,Offline,Delivered,Debit Card,0,False,,
ORD-0008104,2024-09-13 08:58:00,C-004200,WF-007,Offline,Delivered,UPI,0,False,,
ORD-0008105,2024-09-13 15:53:00,C-003654,WF-013,Offline,Delivered,Cash,0,False,,
ORD-0008106,2024-09-13 14:23:00,C-004802,WF-015,Offline,Cancelled,UPI,0,False,Delivery delay,
ORD-0008107,2024-09-13 12:02:00,C-000074,WF-028,Offline,Delivered,Credit Card,0,False,,
ORD-0008108,2024-09-13 08:08:00,C-000495,WF-022,Offline,Delivered,Cash,0,False,,
ORD-0008109,2024-09-13 12:51:00,C-000634,WF-001,Offline,Delivered,Credit Card,0,False,,
ORD-0008110,2024-09-13 13:18:00,C-000436,WF-013,Online,Delivered,Cash,1,False,,
ORD-0008111,2024-09-13 08:18:00,C-000402,WF-028,Offline,Delivered,Cash,0,False,,
ORD-0008112,2024-09-13 12:01:00,C-002134,WF-016,Offline,Delivered,Cash,0,False,,
ORD-0008113,2024-09-13 11:45:00,C-003472,WF-010,Offline,Delivered,Cash,0,False,,
ORD-0008114,2024-09-13 09:13:00,C-000807,WF-030,Offline,Delivered,Cash,0,False,,
ORD-0008115,2024-09-13 19:47:00,C-001764,WF-020,Online,Delivered,UPI,1,False,,
ORD-0008116,2024-09-13 13:07:00,C-000498,WF-026,Offline,Delivered,Cash,0,False,,
ORD-0008117,2024-09-14 08:31:00,C-004385,WF-018,Online,Delivered,Cash,2,False,,
ORD-0008118,2024-09-14 11:03:00,C-000958,WF-015,Offline,Delivered,Credit Card,0,False,,
ORD-0008119,2024-09-14 16:15:00,C-004407,WF-010,Online,Delivered,UPI,0,False,,
ORD-0008120,2024-09-14 12:25:00,C-000891,WF-010,Offline,Delivered,Credit Card,0,False,,
ORD-0008121,2024-09-14 16:14:00,C-003599,WF-015,Offline,Delivered,UPI,0,False,,
ORD-0008122,2024-09-14 15:40:00,C-002336,WF-003,Offline,Delivered,Credit Card,0,False,,
ORD-0008123,2024-09-14 19:58:00,C-004927,WF-030,Online,Delivered,Cash,0,False,,
ORD-0008124,2024-09-14 10:53:00,C-004291,WF-010,Offline,Delivered,UPI,0,False,,
ORD-0008125,2024-09-14 09:08:00,C-000714,WF-029,Offline,Delivered,UPI,0,False,,
ORD-0008126,2024-09-14 17:45:00,C-003486,WF-030,Online,Delivered,UPI,1,False,,
ORD-0008127,2024-09-14 11:33:00,C-001523,WF-007,Offline,Delivered,UPI,0,False,,
ORD-0008128,2024-09-14 17:27:00,C-002995,WF-011,Online,Delivered,Credit Card,1,False,,
ORD-0008129,2024-09-14 20:21:00,C-002865,WF-009,Offline,Delivered,Credit Card,0,False,,
ORD-0008130,2024-09-14 08:04:00,C-001897,WF-028,Online,Delivered,Credit Card,2,False,,
ORD-0008131,2024-09-14 13:11:00,C-002138,WF-015,Offline,Cancelled,Debit Card,0,False,Duplicate order,
ORD-0008132,2024-09-14 22:57:00,C-001928,WF-023,Offline,Delivered,Credit Card,0,False,,
ORD-0008133,2024-09-14 22:24:00,C-000895,WF-026,Offline,Delivered,Cash,0,False,,
ORD-0008134,2024-09-14 14:37:00,C-000152,WF-025,Offline,Delivered,Cash,0,False,,
ORD-0008135,2024-09-14 18:46:00,C-001059,WF-018,Online,Delivered,Credit Card,1,False,,
ORD-0008136,2024-09-14 12:38:00,C-002500,WF-028,Offline,Delivered,UPI,0,False,,
ORD-0008137,2024-09-14 15:25:00,C-002508,WF-016,Offline,Delivered,UPI,0,False,,
ORD-0008138,2024-09-14 11:01:00,C-000040,WF-028,Offline,Delivered,Cash,0,False,,
ORD-0008139,2024-09-14 15:13:00,C-001141,WF-015,Offline,Delivered,UPI,0,False,,
ORD-0008140,2024-09-14 12:20:00,C-005000,WF-027,Offline,Delivered,UPI,0,False,,
ORD-0008141,2024-09-14 12:59:00,C-000860,WF-008,Offline,Delivered,Credit Card,0,False,,
ORD-0008142,2024-09-14 12:43:00,C-000166,WF-026,Offline,Delivered,Cash,0,False,,
ORD-0008143,2024-09-14 15:36:00,C-004984,WF-027,Online,Delivered,UPI,1,False,,
ORD-0008144,2024-09-14 13:39:00,C-001048,WF-027,Offline,Delivered,Debit Card,0,False,,
ORD-0008145,2024-09-14 14:48:00,C-003956,WF-020,Offline,Delivered,Credit Card,0,False,,
ORD-0008146,2024-09-14 11:33:00,C-000969,WF-016,Offline,Delivered,Cash,0,False,,
ORD-0008147,2024-09-14 08:11:00,C-000304,WF-004,Online,Delivered,Net Banking,1,False,,
ORD-0008148,2024-09-14 12:26:00,C-003916,WF-021,Offline,Delivered,Cash,0,False,,
ORD-0008149,2024-09-14 19:45:00,C-004485,WF-005,Online,Delivered,Credit Card,1,False,,
ORD-0008150,2024-09-14 15:39:00,C-000349,WF-017,Online,Delivered,UPI,1,False,,
ORD-0008151,2024-09-14 15:02:00,C-004302,WF-011,Online,Delivered,Debit Card,1,False,,
ORD-0008152,2024-09-14 08:39:00,C-000983,WF-010,Offline,Delivered,Credit Card,0,False,,
ORD-0008153,2024-09-14 09:21:00,C-001637,WF-003,Offline,Delivered,Credit Card,0,False,,
ORD-0008154,2024-09-14 16:08:00,C-000500,WF-016,Offline,Delivered,Cash,0,False,,
ORD-0008155,2024-09-14 11:32:00,C-000266,WF-004,Offline,Delivered,Cash,0,False,,
ORD-0008156,2024-09-14 09:19:00,C-004477,WF-010,Online,Delivered,UPI,1,False,,
ORD-0008157,2024-09-14 19:52:00,C-004858,WF-002,Offline,Delivered,UPI,0,False,,
ORD-0008158,2024-09-14 16:25:00,C-004998,WF-024,Offline,Delivered,UPI,0,False,,
ORD-0008159,2024-09-14 13:47:00,C-004706,WF-013,Online,Delivered,Credit Card,1,False,,
ORD-0008160,2024-09-14 15:00:00,C-003679,WF-009,Online,Delivered,Credit Card,1,False,,
ORD-0008161,2024-09-14 10:07:00,C-001938,WF-015,Online,Delivered,UPI,1,False,,
ORD-0008162,2024-09-14 08:55:00,C-003722,WF-016,Offline,Delivered,Debit Card,0,False,,
ORD-0008163,2024-09-14 13:18:00,C-004495,WF-023,Offline,Delivered,UPI,0,False,,
ORD-0008164,2024-09-14 12:22:00,C-004448,WF-024,Offline,Delivered,UPI,0,False,,
ORD-0008165,2024-09-14 10:19:00,C-001938,WF-009,Offline,Delivered,Credit Card,0,False,,
ORD-0008166,2024-09-14 08:04:00,C-001160,WF-022,Online,Delivered,Wallet,0,False,,
ORD-0008167,2024-09-14 13:51:00,C-000393,WF-007,Online,Delivered,Cash,0,False,,
ORD-0008168,2024-09-14 16:03:00,C-000795,WF-012,Offline,Delivered,UPI,0,False,,
ORD-0008169,2024-09-14 19:25:00,C-002622,WF-026,Offline,Delivered,Cash,0,False,,
ORD-0008170,2024-09-14 11:58:00,C-004206,WF-030,Offline,Delivered,Credit Card,0,False,,
ORD-0008171,2024-09-14 12:01:00,C-000847,WF-028,Offline,Delivered,Debit Card,0,False,,
ORD-0008172,2024-09-14 20:12:00,C-004012,WF-023,Offline,Delivered,Credit Card,0,False,,
ORD-0008173,2024-09-14 11:43:00,C-002824,WF-011,Offline,Delivered,Cash,0,False,,
ORD-0008174,2024-09-14 22:37:00,C-002117,WF-020,Offline,Delivered,UPI,0,False,,
ORD-0008175,2024-09-14 08:50:00,C-004385,WF-020,Offline,Delivered,Debit Card,0,False,,
ORD-0008176,2024-09-14 16:35:00,C-002176,WF-028,Online,Delivered,Wallet,1,False,,
ORD-0008177,2024-09-14 12:44:00,C-000088,WF-010,Offline,Returned,UPI,0,False,,Wrong item received
ORD-0008178,2024-09-14 12:31:00,C-004758,WF-023,Offline,Delivered,UPI,0,False,,
ORD-0008179,2024-09-14 16:15:00,C-004165,WF-022,Offline,Cancelled,Cash,0,False,Price issue,
ORD-0008180,2024-09-14 09:09:00,C-003576,WF-029,Offline,Delivered,Cash,0,False,,
ORD-0008181,2024-09-14 17:45:00,C-002045,WF-021,Online,Delivered,UPI,0,False,,
ORD-0008182,2024-09-14 11:04:00,C-001307,WF-026,Offline,Delivered,Cash,0,False,,
ORD-0008183,2024-09-15 21:41:00,C-003620,WF-030,Offline,Delivered,UPI,0,False,,
ORD-0008184,2024-09-15 12:31:00,C-002858,WF-008,Offline,Delivered,Cash,0,False,,
ORD-0008185,2024-09-15 17:06:00,C-004458,WF-018,Online,Delivered,UPI,2,False,,
ORD-0008186,2024-09-15 15:48:00,C-001962,WF-016,Offline,Delivered,Debit Card,0,False,,
ORD-0008187,2024-09-15 14:57:00,C-002898,WF-010,Offline,Delivered,Wallet,0,False,,
ORD-0008188,2024-09-15 12:54:00,C-000535,WF-023,Offline,Delivered,Cash,0,False,,
ORD-0008189,2024-09-15 08:21:00,C-000182,WF-018,Offline,Delivered,UPI,0,False,,
ORD-0008190,2024-09-15 13:38:00,C-004807,WF-020,Online,Delivered,Cash,0,False,,
ORD-0008191,2024-09-15 13:39:00,C-001390,WF-002,Offline,Delivered,UPI,0,False,,
ORD-0008192,2024-09-15 12:24:00,C-000125,WF-016,Offline,Delivered,Cash,0,False,,
ORD-0008193,2024-09-15 12:43:00,C-000148,WF-005,Offline,Delivered,Cash,0,False,,
ORD-0008194,2024-09-15 20:52:00,C-002688,WF-010,Offline,Delivered,Cash,0,False,,
ORD-0008195,2024-09-15 13:41:00,C-000237,WF-020,Online,Delivered,Cash,1,False,,
ORD-0008196,2024-09-15 08:50:00,C-001518,WF-005,Online,Cancelled,Net Banking,0,False,Wrong item ordered,
ORD-0008197,2024-09-15 10:44:00,C-002960,WF-018,Online,Delivered,UPI,0,False,,
ORD-0008198,2024-09-15 15:09:00,C-003440,WF-017,Offline,Delivered,Cash,0,False,,
