customer_id,city,pincode,gender,age,registration_date,has_rx_upload,has_subscription,preferred_store,loyalty_tier
C-001368,Nashik,422001,M,44,2024-02-05,False,False,WF-026,Bronze
C-001369,Goa,403001,M,28,2024-07-14,False,False,WF-028,Silver
C-001370,Mumbai,400076,F,45,2024-09-10,True,True,WF-004,Gold
C-001371,Mumbai,400076,M,32,2026-01-18,False,False,WF-012,Bronze
C-001372,Mumbai,400092,F,66,2024-07-12,False,False,WF-002,Silver
C-001373,Thane,400602,F,57,2025-04-28,False,False,WF-021,Silver
C-001374,Thane,400601,M,18,2026-01-22,False,False,WF-022,Platinum
C-001375,Navi Mumbai,400703,M,39,2023-12-24,True,False,WF-024,Bronze
C-001376,Thane,400607,F,18,2024-03-16,False,False,WF-019,Gold
C-001377,Bengaluru,560034,F,58,2023-08-07,False,False,WF-029,Bronze
C-001378,Bengaluru,560034,M,26,2023-06-09,False,False,WF-030,Bronze
C-001379,Pune,411045,F,44,2025-06-06,False,False,WF-018,Bronze
C-001380,Thane,400607,F,32,2024-02-23,False,False,WF-020,Gold
C-001381,Pune,411021,M,41,2026-02-15,False,False,WF-017,Bronze
C-001382,Mumbai,400097,F,25,2023-12-31,False,False,WF-008,Silver
C-001383,Mumbai,400072,M,74,2026-03-14,False,False,WF-002,Silver
C-001384,Mumbai,400053,M,38,2023-08-26,False,False,WF-012,Bronze
C-001385,Pune,411045,F,41,2023-09-21,True,True,WF-015,Silver
C-001386,Pune,411014,M,40,2025-05-31,False,True,WF-013,Bronze
C-001387,Thane,400610,M,45,2023-08-07,False,False,WF-020,Silver
C-001388,Pune,411004,M,57,2023-06-21,False,False,WF-013,Gold
C-001389,Mumbai,400076,F,23,2025-06-19,False,False,WF-010,Bronze
C-001390,Mumbai,400072,M,52,2024-01-11,False,False,WF-002,Gold
C-001391,Goa,403001,M,52,2025-04-04,False,False,WF-028,Silver
C-001392,Thane,400607,F,50,2024-09-07,False,False,WF-022,Silver
C-001393,Mumbai,400053,F,44,2023-11-20,False,False,WF-012,Platinum
C-001394,Bengaluru,560001,F,29,2024-05-19,False,False,WF-030,Platinum
C-001395,Nashik,422001,Other,42,2024-12-23,True,True,WF-026,Bronze
C-001396,Goa,403001,M,40,2025-03-17,False,False,WF-028,Silver
C-001397,Goa,403001,F,54,2025-02-11,False,False,WF-028,Gold
C-001398,Navi Mumbai,400703,F,28,2024-09-01,False,True,WF-025,Bronze
C-001399,Mumbai,400080,F,58,2023-05-20,False,False,WF-002,Gold
C-001400,Goa,403001,F,33,2025-07-18,False,False,WF-028,Bronze
C-001401,Thane,400607,F,60,2025-12-18,False,False,WF-022,Bronze
C-001402,Pune,411021,M,35,2023-10-05,False,True,WF-013,Silver
C-001403,Mumbai,400069,M,46,2024-03-16,False,True,WF-001,Silver
C-001404,Thane,400601,M,18,2024-06-23,False,False,WF-021,Platinum
C-001405,Bengaluru,560001,M,35,2023-05-25,False,False,WF-030,Bronze
C-001406,Mumbai,400050,M,55,2023-06-15,False,False,WF-012,Gold
C-001407,Mumbai,400076,F,37,2025-03-28,True,False,WF-002,Silver
C-001408,Mumbai,400069,M,25,2024-12-17,False,False,WF-004,Bronze
C-001409,Nashik,422001,F,37,2023-08-06,True,False,WF-027,Bronze
C-001410,Pune,411004,F,27,2025-12-06,False,False,WF-013,Silver
C-001411,Goa,403001,F,46,2024-05-01,False,False,WF-028,Bronze
C-001412,Mumbai,400050,M,32,2023-09-06,False,True,WF-007,Silver
C-001413,Thane,400610,F,50,2024-06-06,False,False,WF-022,Bronze
C-001414,Pune,411004,M,54,2025-04-26,False,True,WF-018,Bronze
C-001415,Nashik,422001,M,32,2024-10-26,False,False,WF-027,Bronze
C-001416,Thane,400601,F,37,2024-12-01,False,False,WF-021,Bronze
C-001417,Goa,403001,F,56,2023-10-19,False,False,WF-028,Bronze
C-001418,Thane,400602,M,26,2023-11-29,False,False,WF-021,Gold
C-001419,Pune,411045,M,55,2026-03-10,False,False,WF-017,Bronze
C-001420,Navi Mumbai,400709,F,34,2025-01-18,False,False,WF-024,Bronze
C-001421,Bengaluru,560001,F,44,2023-06-10,False,False,WF-029,Bronze
C-001422,Bengaluru,560001,M,60,2025-10-12,False,False,WF-029,Bronze
C-001423,Navi Mumbai,400706,M,46,2025-02-16,False,False,WF-025,Silver
C-001424,Bengaluru,560034,M,36,2024-01-03,False,False,WF-030,Gold
C-001425,Mumbai,400064,F,52,2023-12-08,False,False,WF-005,Bronze
C-001426,Bengaluru,560034,F,48,2024-08-04,True,False,WF-029,Gold
C-001427,Pune,411038,F,40,2024-09-01,False,False,WF-017,Gold
C-001428,Mumbai,400050,M,18,2024-12-25,True,False,WF-002,Gold
C-001429,Navi Mumbai,400703,F,45,2024-08-14,False,False,WF-023,Bronze
C-001430,Nashik,422005,M,53,2024-02-25,False,False,WF-026,Silver
C-001431,Pune,411004,M,24,2026-04-18,True,False,WF-013,Platinum
C-001432,Mumbai,400092,M,35,2025-07-05,False,False,WF-010,Silver
C-001433,Thane,400607,M,20,2026-04-24,False,False,WF-021,Silver
C-001434,Bengaluru,560001,F,29,2025-10-17,False,False,WF-030,Platinum
C-001435,Bengaluru,560034,M,41,2024-03-29,False,False,WF-030,Bronze
C-001436,Mumbai,400086,M,47,2024-02-03,True,False,WF-002,Bronze
C-001437,Bengaluru,560001,M,50,2024-02-01,False,False,WF-030,Silver
C-001438,Navi Mumbai,400703,F,55,2026-04-07,False,False,WF-025,Bronze
C-001439,Thane,400610,M,53,2026-01-14,True,False,WF-022,Bronze
C-001440,Mumbai,400092,M,60,2024-05-28,True,False,WF-004,Silver
C-001441,Pune,411004,M,18,2023-09-06,False,False,WF-018,Gold
C-001442,Thane,400610,F,34,2023-11-26,False,False,WF-020,Bronze
C-001443,Thane,400610,M,18,2024-06-17,True,False,WF-020,Silver
C-001444,Mumbai,400086,M,48,2026-03-07,False,False,WF-011,Bronze
C-001445,Mumbai,400069,F,25,2025-02-20,False,False,WF-002,Silver
C-001446,Mumbai,400058,M,23,2023-08-21,True,False,WF-004,Gold
C-001447,Mumbai,400001,M,31,2024-08-15,False,True,WF-008,Gold
C-001448,Bengaluru,560001,F,21,2024-08-10,False,False,WF-029,Silver
C-001449,Bengaluru,560034,F,50,2024-11-21,False,False,WF-029,Silver
C-001450,Nashik,422001,M,22,2024-10-02,False,False,WF-027,Bronze
C-001451,Thane,400610,F,43,2023-05-28,False,False,WF-021,Bronze
C-001452,Pune,411001,M,27,2024-01-10,False,False,WF-013,Bronze
C-001453,Mumbai,400058,F,22,2026-02-22,False,False,WF-012,Bronze
C-001454,Bengaluru,560001,F,31,2024-07-30,False,True,WF-030,Platinum
C-001455,Navi Mumbai,400703,M,25,2024-03-24,False,False,WF-024,Bronze
C-001456,Mumbai,400080,M,54,2025-08-23,False,False,WF-008,Gold
C-001457,Mumbai,400076,F,54,2026-03-24,False,False,WF-003,Bronze
C-001458,Pune,411021,M,47,2024-02-13,False,False,WF-016,Bronze
C-001459,Pune,411014,F,39,2024-03-06,False,False,WF-018,Bronze
C-001460,Pune,411004,F,39,2025-05-17,False,False,WF-017,Bronze
C-001461,Navi Mumbai,400709,F,25,2025-10-08,False,False,WF-023,Platinum
C-001462,Nashik,422005,F,31,2024-03-01,True,False,WF-027,Silver
C-001463,Mumbai,400001,M,41,2024-06-14,False,False,WF-009,Bronze
C-001464,Goa,403001,F,28,2025-04-24,False,False,WF-028,Bronze
C-001465,Mumbai,400092,M,54,2025-08-25,False,False,WF-008,Silver
C-001466,Bengaluru,560034,M,18,2025-02-03,True,True,WF-029,Bronze
C-001467,Bengaluru,560001,F,47,2024-12-05,False,False,WF-030,Silver
C-001468,Nashik,422005,M,18,2024-03-25,False,False,WF-026,Bronze
C-001469,Mumbai,400097,F,43,2025-06-06,False,False,WF-004,Platinum
C-001470,Navi Mumbai,400709,M,31,2025-12-06,False,False,WF-025,Silver
C-001471,Bengaluru,560034,F,47,2024-06-27,False,False,WF-029,Bronze
C-001472,Pune,411045,M,48,2024-03-04,False,False,WF-014,Silver
C-001473,Pune,411014,F,18,2024-05-12,False,False,WF-013,Gold
C-001474,Mumbai,400076,M,29,2025-12-01,False,True,WF-006,Platinum
C-001475,Bengaluru,560034,F,32,2023-12-05,False,False,WF-029,Gold
C-001476,Pune,411001,F,29,2024-01-27,False,False,WF-016,Gold
C-001477,Navi Mumbai,400706,M,56,2024-02-22,False,False,WF-023,Silver
C-001478,Thane,400601,M,22,2023-10-12,False,False,WF-019,Silver
C-001479,Bengaluru,560034,M,37,2025-08-30,False,False,WF-030,Gold
C-001480,Mumbai,400097,M,31,2023-09-18,False,False,WF-003,Silver
C-001481,Mumbai,400058,F,25,2025-06-18,False,False,WF-010,Silver
C-001482,Pune,411004,M,18,2023-09-24,False,False,WF-014,Silver
C-001483,Thane,400607,M,54,2025-01-15,False,True,WF-019,Bronze
C-001484,Mumbai,400064,F,54,2024-02-13,False,True,WF-012,Silver
C-001485,Nashik,422001,M,49,2026-02-08,True,False,WF-026,Bronze
C-001486,Mumbai,400086,M,33,2023-12-05,False,True,WF-011,Bronze
C-001487,Pune,411045,F,43,2025-01-24,False,False,WF-018,Bronze
C-001488,Navi Mumbai,400706,M,29,2024-02-11,False,False,WF-024,Bronze
C-001489,Pune,411004,F,47,2023-10-25,False,False,WF-016,Bronze
C-001490,Mumbai,400076,F,25,2023-10-26,True,False,WF-009,Silver
C-001491,Mumbai,400080,M,25,2024-03-01,False,False,WF-011,Bronze
C-001492,Navi Mumbai,400703,F,49,2025-11-19,False,True,WF-023,Bronze
C-001493,Goa,403001,M,49,2023-11-09,True,True,WF-028,Bronze
C-001494,Bengaluru,560034,M,60,2025-03-08,False,False,WF-029,Gold
C-001495,Mumbai,400092,M,45,2026-02-08,False,False,WF-007,Silver
C-001496,Pune,411045,F,23,2023-07-19,False,False,WF-013,Gold
C-001497,Thane,400607,M,41,2023-09-08,True,False,WF-022,Platinum
C-001498,Thane,400610,M,39,2025-05-27,False,True,WF-020,Bronze
C-001499,Pune,411014,F,52,2024-02-28,False,False,WF-018,Bronze
C-001500,Navi Mumbai,400703,M,37,2024-11-14,False,False,WF-023,Bronze
C-001501,Mumbai,400076,F,35,2025-09-19,False,True,WF-012,Bronze
C-001502,Mumbai,400072,M,65,2023-08-30,True,False,WF-009,Silver
C-001503,Navi Mumbai,400706,M,53,2024-08-20,False,False,WF-024,Silver
C-001504,Mumbai,400072,M,18,2023-11-29,False,True,WF-004,Bronze
C-001505,Navi Mumbai,400709,M,22,2025-12-17,False,False,WF-023,Bronze
C-001506,Nashik,422001,F,55,2026-03-19,False,False,WF-027,Bronze
C-001507,Thane,400607,M,33,2023-12-26,True,False,WF-021,Bronze
C-001508,Goa,403001,M,22,2023-12-28,False,False,WF-028,Silver
C-001509,Thane,400607,M,23,2026-03-24,False,False,WF-020,Bronze
C-001510,Mumbai,400086,M,18,2023-10-18,False,False,WF-005,Bronze
C-001511,Bengaluru,560034,F,18,2024-03-01,False,False,WF-030,Bronze
C-001512,Mumbai,400072,F,44,2024-05-08,False,False,WF-004,Silver
C-001513,Mumbai,400064,M,72,2025-06-23,False,False,WF-005,Bronze
C-001514,Bengaluru,560034,M,46,2024-08-25,False,False,WF-029,Gold
C-001515,Pune,411045,M,29,2025-11-26,False,False,WF-015,Bronze
C-001516,Thane,400607,M,63,2024-06-07,False,False,WF-019,Gold
C-001517,Mumbai,400092,F,45,2024-03-25,False,False,WF-011,Bronze
C-001518,Pune,411038,F,32,2025-08-28,False,False,WF-017,Silver
C-001519,Pune,411014,F,55,2023-10-16,False,True,WF-015,Silver
C-001520,Thane,400601,F,28,2025-10-01,True,False,WF-022,Silver
C-001521,Navi Mumbai,400709,M,66,2026-02-24,False,False,WF-025,Bronze
C-001522,Mumbai,400050,M,46,2026-01-29,False,False,WF-011,Silver
C-001523,Bengaluru,560001,M,30,2025-10-07,False,False,WF-029,Silver
C-001524,Mumbai,400001,M,50,2025-06-16,False,False,WF-005,Bronze
C-001525,Mumbai,400053,M,36,2024-06-01,False,False,WF-003,Platinum
C-001526,Mumbai,400001,M,26,2023-05-18,True,False,WF-002,Bronze
C-001527,Mumbai,400001,F,60,2023-08-31,False,False,WF-005,Bronze
C-001528,Mumbai,400092,F,18,2025-06-30,False,False,WF-006,Silver
C-001529,Bengaluru,560034,F,57,2025-06-09,False,False,WF-029,Bronze
C-001530,Navi Mumbai,400703,M,18,2026-02-11,False,False,WF-023,Bronze
C-001531,Pune,411038,F,46,2025-06-23,False,False,WF-015,Bronze
C-001532,Bengaluru,560001,M,24,2023-06-02,False,False,WF-030,Gold
C-001533,Bengaluru,560034,M,28,2024-09-05,False,False,WF-029,Bronze
C-001534,Nashik,422001,M,31,2024-06-20,False,False,WF-027,Gold
C-001535,Goa,403001,M,30,2025-05-23,False,False,WF-028,Bronze
C-001536,Mumbai,400001,M,18,2026-04-20,False,False,WF-003,Bronze
C-001537,Mumbai,400072,M,22,2023-05-18,False,False,WF-006,Platinum
C-001538,Goa,403001,M,19,2023-10-16,True,False,WF-028,Bronze
C-001539,Navi Mumbai,400706,M,46,2025-08-10,True,False,WF-024,Bronze
C-001540,Mumbai,400072,F,18,2023-06-11,False,False,WF-001,Gold
C-001541,Mumbai,400064,F,49,2025-10-25,False,False,WF-010,Gold
C-001542,Navi Mumbai,400703,M,47,2024-07-17,False,False,WF-024,Silver
C-001543,Thane,400602,M,65,2025-01-16,False,True,WF-022,Bronze
C-001544,Pune,411045,F,48,2024-08-25,False,False,WF-013,Bronze
C-001545,Pune,411045,M,38,2025-12-17,False,False,WF-014,Bronze
C-001546,Thane,400607,M,27,2025-10-12,False,False,WF-022,Bronze
C-001547,Mumbai,400076,F,44,2025-05-27,False,False,WF-005,Platinum
C-001548,Mumbai,400080,M,52,2024-06-12,True,False,WF-008,Platinum
C-001549,Bengaluru,560001,F,21,2025-12-05,False,True,WF-029,Gold
C-001550,Mumbai,400072,M,43,2024-01-06,False,False,WF-006,Bronze
C-001551,Nashik,422005,M,65,2023-11-01,False,False,WF-027,Bronze
C-001552,Mumbai,400050,F,36,2026-02-21,False,False,WF-011,Silver
C-001553,Bengaluru,560001,F,50,2024-02-05,False,False,WF-029,Bronze
C-001554,Thane,400607,F,19,2025-01-29,False,False,WF-020,Gold
C-001555,Mumbai,400080,M,46,2025-06-29,False,False,WF-010,Gold
C-001556,Navi Mumbai,400706,F,41,2025-07-29,True,False,WF-023,Silver
C-001557,Mumbai,400080,Other,38,2024-09-05,False,False,WF-007,Silver
C-001558,Navi Mumbai,400706,F,50,2024-08-11,False,False,WF-024,Gold
C-001559,Pune,411045,F,58,2024-11-11,False,False,WF-017,Gold
C-001560,Pune,411001,F,33,2023-08-23,False,False,WF-013,Gold
C-001561,Nashik,422001,M,23,2026-04-06,False,False,WF-027,Bronze
C-001562,Thane,400601,M,24,2023-08-18,True,False,WF-022,Bronze
C-001563,Thane,400607,M,39,2024-05-06,False,False,WF-020,Silver
C-001564,Goa,403001,F,46,2024-03-26,False,False,WF-028,Gold
C-001565,Thane,400601,Other,28,2023-07-07,False,False,WF-022,Gold
C-001566,Thane,400610,M,50,2023-07-07,False,False,WF-021,Gold
C-001567,Nashik,422005,F,50,2025-09-19,False,False,WF-026,Bronze
C-001568,Mumbai,400076,F,38,2025-02-10,False,False,WF-012,Platinum
C-001569,Pune,411045,F,27,2024-03-11,False,False,WF-015,Silver
C-001570,Mumbai,400092,M,54,2023-11-13,False,False,WF-010,Bronze
C-001571,Nashik,422001,F,19,2025-12-29,False,False,WF-026,Bronze
C-001572,Nashik,422001,M,45,2025-08-11,False,False,WF-027,Silver
C-001573,Mumbai,400076,F,33,2023-06-05,True,False,WF-004,Bronze
C-001574,Goa,403001,M,34,2026-04-08,False,False,WF-028,Bronze
C-001575,Mumbai,400053,Other,43,2023-07-15,False,False,WF-004,Bronze
C-001576,Nashik,422001,M,30,2025-05-19,False,False,WF-026,Bronze
C-001577,Mumbai,400001,F,27,2024-10-14,True,False,WF-007,Bronze
C-001578,Thane,400610,F,34,2025-01-25,False,True,WF-022,Bronze
C-001579,Pune,411045,F,57,2024-05-10,False,False,WF-018,Silver
C-001580,Navi Mumbai,400709,M,48,2025-08-27,False,False,WF-023,Bronze
C-001581,Nashik,422005,F,33,2026-01-10,False,False,WF-026,Silver
C-001582,Pune,411001,F,47,2025-07-30,False,False,WF-013,Silver
C-001583,Pune,411001,M,51,2023-11-25,False,False,WF-014,Bronze
C-001584,Mumbai,400086,M,18,2024-12-29,False,False,WF-004,Silver
C-001585,Pune,411004,M,42,2024-02-13,False,False,WF-017,Bronze
C-001586,Mumbai,400001,M,49,2025-03-18,True,False,WF-004,Silver
C-001587,Thane,400610,M,51,2025-01-27,True,False,WF-022,Bronze
C-001588,Mumbai,400076,F,31,2024-10-19,False,False,WF-006,Silver
C-001589,Navi Mumbai,400706,F,33,2023-06-18,False,False,WF-024,Silver
C-001590,Mumbai,400080,M,37,2026-01-08,False,False,WF-012,Bronze
C-001591,Bengaluru,560034,F,18,2024-03-02,False,False,WF-029,Gold
C-001592,Thane,400610,M,37,2024-10-25,True,False,WF-022,Bronze
C-001593,Navi Mumbai,400706,M,48,2025-03-07,True,False,WF-023,Silver
C-001594,Mumbai,400050,F,56,2024-03-31,False,False,WF-010,Bronze
C-001595,Nashik,422005,M,28,2025-12-28,True,False,WF-027,Bronze
C-001596,Bengaluru,560034,M,42,2025-04-05,False,False,WF-030,Bronze
C-001597,Mumbai,400053,F,40,2025-04-16,False,False,WF-009,Bronze
C-001598,Mumbai,400064,M,46,2026-03-16,False,False,WF-001,Silver
C-001599,Mumbai,400058,F,44,2025-08-28,False,False,WF-009,Gold
C-001600,Mumbai,400069,F,31,2023-10-06,False,False,WF-003,Gold
C-001601,Thane,400602,M,50,2023-09-29,False,False,WF-019,Silver
C-001602,Nashik,422001,M,38,2023-05-14,False,False,WF-027,Gold
C-001603,Mumbai,400086,F,36,2024-11-04,False,False,WF-009,Silver
C-001604,Goa,403001,F,25,2023-12-18,True,False,WF-028,Silver
C-001605,Mumbai,400053,M,54,2025-11-15,False,False,WF-009,Gold
C-001606,Mumbai,400086,M,25,2024-08-13,False,False,WF-009,Bronze
C-001607,Mumbai,400001,F,38,2026-02-27,False,False,WF-010,Bronze
C-001608,Thane,400601,F,43,2024-01-29,True,False,WF-021,Silver
C-001609,Pune,411001,F,39,2023-08-18,False,False,WF-018,Gold
C-001610,Goa,403001,Other,42,2024-05-04,False,False,WF-028,Gold
C-001611,Mumbai,400080,M,54,2023-08-16,True,False,WF-007,Bronze
C-001612,Thane,400610,M,29,2023-11-03,False,False,WF-022,Bronze
C-001613,Goa,403001,M,26,2025-12-10,False,False,WF-028,Bronze
C-001614,Bengaluru,560034,M,48,2023-06-01,False,False,WF-030,Bronze
C-001615,Navi Mumbai,400703,F,49,2024-01-20,False,False,WF-024,Gold
C-001616,Mumbai,400001,F,42,2024-01-30,False,False,WF-002,Bronze
C-001617,Mumbai,400001,M,32,2025-11-17,False,False,WF-002,Silver
C-001618,Pune,411038,F,50,2025-09-12,False,True,WF-016,Platinum
C-001619,Pune,411001,M,42,2024-09-23,False,True,WF-018,Silver
C-001620,Mumbai,400080,M,40,2025-06-27,False,False,WF-005,Silver
C-001621,Mumbai,400092,F,24,2025-04-08,False,False,WF-005,Silver
C-001622,Nashik,422001,M,37,2025-11-11,False,False,WF-027,Bronze
C-001623,Thane,400610,M,24,2025-05-11,False,False,WF-022,Bronze
C-001624,Mumbai,400064,M,33,2024-05-22,False,False,WF-010,Bronze
C-001625,Goa,403001,M,39,2024-06-18,False,False,WF-028,Bronze
C-001626,Mumbai,400050,F,32,2025-01-04,False,True,WF-005,Platinum
C-001627,Bengaluru,560001,F,40,2023-06-01,False,False,WF-029,Platinum
C-001628,Pune,411021,F,18,2024-08-22,False,False,WF-016,Bronze
C-001629,Bengaluru,560001,M,67,2025-10-31,False,True,WF-029,Bronze
C-001630,Navi Mumbai,400706,M,40,2024-07-04,False,False,WF-025,Platinum
C-001631,Mumbai,400097,F,21,2023-06-07,True,True,WF-012,Bronze
C-001632,Mumbai,400080,M,31,2025-12-28,False,False,WF-009,Gold
C-001633,Nashik,422005,F,24,2024-03-01,False,False,WF-026,Bronze
C-001634,Pune,411014,F,35,2024-08-16,False,False,WF-018,Bronze
C-001635,Pune,411001,M,52,2025-07-08,False,False,WF-018,Bronze
C-001636,Mumbai,400072,M,20,2025-07-22,False,True,WF-005,Gold
C-001637,Navi Mumbai,400703,F,30,2026-01-18,False,False,WF-023,Silver
C-001638,Mumbai,400058,F,29,2024-08-11,True,False,WF-006,Platinum
C-001639,Pune,411045,F,58,2024-02-20,False,False,WF-015,Bronze
C-001640,Mumbai,400097,F,34,2023-10-02,False,False,WF-005,Bronze
C-001641,Mumbai,400069,M,54,2025-01-25,False,False,WF-010,Silver
C-001642,Mumbai,400058,M,25,2024-06-01,False,False,WF-011,Bronze
C-001643,Navi Mumbai,400703,F,40,2024-03-20,True,False,WF-023,Gold
C-001644,Mumbai,400076,F,36,2023-11-30,False,False,WF-012,Gold
C-001645,Navi Mumbai,400703,F,33,2025-06-03,False,False,WF-023,Silver
C-001646,Nashik,422005,M,26,2025-04-07,False,False,WF-026,Silver
C-001647,Thane,400607,Other,29,2025-10-16,False,False,WF-020,Bronze
C-001648,Thane,400601,F,57,2025-05-25,False,False,WF-021,Bronze
C-001649,Pune,411014,M,26,2023-06-11,False,False,WF-016,Silver
C-001650,Mumbai,400001,M,18,2023-06-06,True,True,WF-004,Bronze
C-001651,Pune,411021,F,28,2024-10-04,False,False,WF-015,Bronze
C-001652,Navi Mumbai,400709,F,51,2024-03-06,False,False,WF-025,Bronze
C-001653,Navi Mumbai,400703,M,51,2025-07-27,False,False,WF-023,Bronze
C-001654,Thane,400601,F,38,2023-08-01,True,False,WF-019,Bronze
C-001655,Nashik,422005,M,20,2026-01-28,False,False,WF-026,Bronze
C-001656,Pune,411014,M,62,2026-01-01,False,False,WF-018,Bronze
C-001657,Pune,411004,F,55,2023-12-27,True,False,WF-014,Silver
C-001658,Pune,411021,F,32,2024-07-10,True,False,WF-013,Silver
C-001659,Mumbai,400080,F,62,2023-07-06,False,True,WF-010,Silver
C-001660,Mumbai,400050,M,45,2026-02-16,False,False,WF-002,Bronze
C-001661,Mumbai,400058,M,35,2025-05-17,False,False,WF-004,Gold
C-001662,Mumbai,400092,M,43,2023-06-17,False,False,WF-008,Silver
C-001663,Mumbai,400097,F,46,2025-03-04,False,False,WF-009,Bronze
C-001664,Mumbai,400072,F,58,2025-11-14,False,False,WF-003,Silver
C-001665,Goa,403001,M,18,2024-02-21,False,False,WF-028,Bronze
C-001666,Bengaluru,560001,M,40,2025-12-07,False,False,WF-030,Bronze
C-001667,Bengaluru,560034,M,26,2025-07-02,True,False,WF-029,Bronze
C-001668,Thane,400601,M,65,2026-03-10,False,False,WF-020,Bronze
C-001669,Pune,411004,F,32,2025-05-12,False,True,WF-017,Bronze
C-001670,Pune,411004,M,32,2023-05-21,False,False,WF-018,Silver
C-001671,Pune,411014,M,44,2025-01-09,True,False,WF-014,Silver
C-001672,Navi Mumbai,400706,M,59,2023-08-06,False,False,WF-025,Silver
C-001673,Goa,403001,M,40,2023-09-20,False,False,WF-028,Bronze
C-001674,Mumbai,400053,M,43,2025-06-07,False,False,WF-006,Bronze
C-001675,Pune,411038,F,45,2023-12-14,True,False,WF-017,Gold
C-001676,Thane,400610,F,45,2025-10-15,False,False,WF-021,Silver
C-001677,Mumbai,400080,M,36,2025-09-16,False,False,WF-004,Silver
C-001678,Bengaluru,560001,F,42,2023-10-11,False,False,WF-029,Bronze
C-001679,Mumbai,400072,F,44,2024-10-11,False,False,WF-005,Bronze
C-001680,Thane,400607,F,21,2026-03-04,False,False,WF-019,Bronze
C-001681,Navi Mumbai,400706,M,18,2025-02-21,False,False,WF-024,Bronze
C-001682,Mumbai,400064,M,47,2024-07-22,False,False,WF-009,Bronze
C-001683,Thane,400607,M,41,2024-10-06,False,False,WF-019,Silver
C-001684,Mumbai,400058,F,33,2024-05-07,True,False,WF-003,Bronze
C-001685,Thane,400601,M,52,2025-01-31,False,False,WF-021,Platinum
C-001686,Goa,403001,F,35,2023-09-22,False,False,WF-028,Gold
C-001687,Nashik,422005,F,24,2023-09-29,False,False,WF-026,Bronze
C-001688,Bengaluru,560001,M,33,2024-05-31,False,False,WF-030,Bronze
C-001689,Pune,411001,M,42,2025-01-05,False,False,WF-016,Silver
C-001690,Goa,403001,F,18,2023-05-03,False,False,WF-028,Bronze
C-001691,Pune,411038,F,29,2024-11-11,True,False,WF-018,Bronze
C-001692,Bengaluru,560034,M,27,2023-09-14,False,False,WF-029,Gold
C-001693,Mumbai,400092,F,55,2024-07-22,False,False,WF-002,Gold
C-001694,Mumbai,400001,F,27,2024-05-21,False,False,WF-012,Gold
C-001695,Bengaluru,560001,F,42,2025-12-30,False,False,WF-030,Gold
C-001696,Mumbai,400086,M,27,2024-03-09,False,False,WF-001,Bronze
C-001697,Mumbai,400064,F,56,2026-03-12,False,False,WF-004,Bronze
C-001698,Mumbai,400050,F,28,2023-07-13,False,False,WF-001,Silver
C-001699,Mumbai,400001,F,31,2024-03-12,False,False,WF-011,Silver
C-001700,Mumbai,400076,M,55,2024-12-10,False,False,WF-003,Gold
C-001701,Nashik,422005,F,39,2025-03-12,False,False,WF-026,Bronze
C-001702,Pune,411021,M,18,2023-06-09,True,False,WF-015,Gold
C-001703,Mumbai,400058,F,54,2023-12-07,False,False,WF-002,Silver
C-001704,Nashik,422005,F,18,2024-08-06,False,True,WF-027,Bronze
C-001705,Goa,403001,M,29,2025-06-10,False,False,WF-028,Silver
C-001706,Goa,403001,F,45,2025-12-01,False,False,WF-028,Silver
C-001707,Navi Mumbai,400703,M,53,2025-06-11,False,False,WF-023,Gold
C-001708,Mumbai,400072,F,18,2023-09-20,False,False,WF-007,Bronze
C-001709,Mumbai,400086,F,65,2024-05-15,False,False,WF-003,Silver
C-001710,Pune,411045,F,52,2023-11-12,False,False,WF-013,Silver
C-001711,Bengaluru,560034,M,37,2025-01-22,False,False,WF-030,Silver
C-001712,Thane,400607,M,40,2024-04-01,False,False,WF-022,Silver
C-001713,Mumbai,400080,M,44,2023-11-10,True,False,WF-012,Silver
C-001714,Navi Mumbai,400706,M,29,2023-11-13,False,False,WF-023,Silver
C-001715,Mumbai,400080,F,45,2023-08-02,True,False,WF-008,Bronze
C-001716,Bengaluru,560034,F,52,2025-11-05,False,False,WF-029,Gold
C-001717,Mumbai,400064,F,34,2025-04-13,False,False,WF-012,Silver
C-001718,Pune,411038,M,47,2023-10-20,False,False,WF-017,Silver
C-001719,Thane,400601,M,45,2026-02-07,False,False,WF-019,Bronze
C-001720,Bengaluru,560001,F,29,2023-11-27,False,False,WF-029,Silver
C-001721,Pune,411021,F,33,2025-09-25,False,False,WF-018,Silver
C-001722,Navi Mumbai,400706,M,36,2023-12-22,False,False,WF-023,Bronze
C-001723,Mumbai,400072,F,27,2023-12-12,False,False,WF-001,Silver
C-001724,Pune,411014,F,22,2024-04-01,False,False,WF-016,Bronze
C-001725,Thane,400602,M,55,2025-06-11,False,False,WF-019,Platinum
C-001726,Bengaluru,560034,F,26,2025-04-27,False,False,WF-030,Bronze
C-001727,Nashik,422005,M,20,2023-10-28,True,False,WF-027,Silver
C-001728,Mumbai,400086,F,36,2024-09-28,False,False,WF-003,Bronze
C-001729,Mumbai,400058,M,39,2024-07-19,False,False,WF-008,Bronze
C-001730,Navi Mumbai,400703,F,32,2025-04-04,False,False,WF-025,Bronze
C-001731,Pune,411038,F,46,2023-12-22,False,True,WF-014,Gold
C-001732,Pune,411021,M,18,2023-10-04,False,False,WF-017,Bronze
