line_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total,cost_amount,margin_amount
LI-00009021,ORD-0003112,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00009022,ORD-0003112,P-00921,2,1335.71,0.0,2671.42,2264.16,407.26
LI-00009023,ORD-0003113,P-00038,1,3838.53,8.0,3838.53,3329.85,508.68
LI-00009024,ORD-0003113,P-00451,1,2841.24,0.0,2841.24,2023.68,817.56
LI-00009025,ORD-0003114,P-00812,1,1695.45,0.0,1695.45,1067.47,627.98
LI-00009026,ORD-0003114,P-00804,2,9663.26,0.0,19326.52,12259.93,7066.59
LI-00009027,ORD-0003115,P-00801,1,3355.61,8.0,3355.61,2302.61,1053.0
LI-00009028,ORD-0003115,P-00426,1,1615.53,0.0,1615.53,1065.15,550.38
LI-00009029,ORD-0003116,P-00426,1,1486.29,8.0,1486.29,1065.15,421.14
LI-00009030,ORD-0003116,P-00426,1,1615.53,0.0,1615.53,1065.15,550.38
LI-00009031,ORD-0003116,P-00443,1,3520.48,0.0,3520.48,2377.55,1142.93
LI-00009032,ORD-0003117,P-00656,2,4208.63,0.0,8417.26,5434.34,2982.92
LI-00009033,ORD-0003117,P-00921,1,1335.71,0.0,1335.71,1132.08,203.63
LI-00009034,ORD-0003117,P-00653,2,8431.68,0.0,16863.36,10687.48,6175.88
LI-00009035,ORD-0003118,P-00426,1,1453.98,10.0,1453.98,1065.15,388.83
LI-00009036,ORD-0003118,P-00427,1,5773.2,8.0,5773.2,4424.55,1348.65
LI-00009037,ORD-0003119,P-00542,1,1237.28,0.0,1237.28,816.13,421.15
LI-00009038,ORD-0003119,P-00003,2,1321.29,0.0,2642.58,2143.48,499.1
LI-00009039,ORD-0003119,P-00659,1,7842.15,0.0,7842.15,5011.59,2830.56
LI-00009040,ORD-0003120,P-00803,3,3536.68,0.0,10610.04,6706.51,3903.53
LI-00009041,ORD-0003120,P-00803,1,3536.68,0.0,3536.68,2235.5,1301.18
LI-00009042,ORD-0003121,P-00423,1,4685.08,5.0,4685.08,3327.0,1358.08
LI-00009043,ORD-0003121,P-00425,1,5659.15,0.0,5659.15,3843.38,1815.77
LI-00009044,ORD-0003121,P-00494,3,2408.87,0.0,7226.61,5065.52,2161.09
LI-00009045,ORD-0003121,P-00660,3,11389.05,5.0,34167.15,21639.28,12527.87
LI-00009046,ORD-0003122,P-00003,1,1321.29,0.0,1321.29,1071.74,249.55
LI-00009047,ORD-0003122,P-00001,1,4350.28,8.0,4350.28,3836.08,514.2
LI-00009048,ORD-0003123,P-00985,1,1195.63,0.0,1195.63,983.63,212.0
LI-00009049,ORD-0003123,P-00921,1,1228.86,8.0,1228.86,1132.08,96.78
LI-00009050,ORD-0003123,P-00987,1,822.36,0.0,822.36,674.09,148.27
LI-00009051,ORD-0003123,P-00925,1,4214.68,0.0,4214.68,3519.06,695.62
LI-00009052,ORD-0003123,P-00421,1,2132.26,10.0,2132.26,1605.74,526.52
LI-00009053,ORD-0003123,P-00654,1,10881.85,0.0,10881.85,6992.55,3889.3
LI-00009054,ORD-0003124,P-00025,2,3188.87,0.0,6377.74,5096.5,1281.24
LI-00009055,ORD-0003124,P-00029,1,7995.94,0.0,7995.94,6467.1,1528.84
LI-00009056,ORD-0003124,P-00012,1,4496.46,0.0,4496.46,3533.12,963.34
LI-00009057,ORD-0003125,P-00801,1,3647.4,0.0,3647.4,2302.61,1344.79
LI-00009058,ORD-0003125,P-00801,1,3647.4,0.0,3647.4,2302.61,1344.79
LI-00009059,ORD-0003126,P-00001,2,4728.57,0.0,9457.14,7672.16,1784.98
LI-00009060,ORD-0003126,P-00108,1,4139.21,0.0,4139.21,3326.46,812.75
LI-00009061,ORD-0003126,P-00002,3,3091.15,0.0,9273.45,7486.15,1787.3
LI-00009062,ORD-0003126,P-00423,2,4931.67,0.0,9863.34,6654.0,3209.34
LI-00009063,ORD-0003126,P-00004,1,5923.84,0.0,5923.84,4691.01,1232.83
LI-00009064,ORD-0003126,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00009065,ORD-0003127,P-00651,1,3866.52,0.0,3866.52,2615.18,1251.34
LI-00009066,ORD-0003127,P-00703,1,4420.7,8.0,4420.7,3042.73,1377.97
LI-00009067,ORD-0003128,P-00423,3,4931.67,0.0,14795.01,9980.99,4814.02
LI-00009068,ORD-0003128,P-00428,1,1310.08,0.0,1310.08,889.29,420.79
LI-00009069,ORD-0003128,P-00002,2,2936.59,5.0,5873.18,4990.76,882.42
LI-00009070,ORD-0003128,P-00486,1,2002.82,10.0,2002.82,1521.01,481.81
LI-00009071,ORD-0003128,P-00436,1,1382.17,0.0,1382.17,924.35,457.82
LI-00009072,ORD-0003128,P-00027,1,4346.03,8.0,4346.03,3791.76,554.27
LI-00009073,ORD-0003129,P-00214,1,3000.72,0.0,3000.72,2364.55,636.17
LI-00009074,ORD-0003129,P-00032,2,7341.61,0.0,14683.22,11658.64,3024.58
LI-00009075,ORD-0003130,P-00808,3,5467.98,0.0,16403.94,11299.97,5103.97
LI-00009076,ORD-0003130,P-00808,2,5194.58,5.0,10389.16,7533.32,2855.84
LI-00009077,ORD-0003130,P-00803,1,3536.68,0.0,3536.68,2235.5,1301.18
LI-00009078,ORD-0003131,P-00229,3,4852.32,5.0,14556.96,12341.27,2215.69
LI-00009079,ORD-0003131,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00009080,ORD-0003131,P-00012,1,4046.81,10.0,4046.81,3533.12,513.69
LI-00009081,ORD-0003132,P-00001,1,4492.14,5.0,4492.14,3836.08,656.06
LI-00009082,ORD-0003133,P-00429,1,2183.35,0.0,2183.35,1533.29,650.06
LI-00009083,ORD-0003134,P-00001,1,4492.14,5.0,4492.14,3836.08,656.06
LI-00009084,ORD-0003135,P-00921,1,1268.93,5.0,1268.93,1132.08,136.85
LI-00009085,ORD-0003136,P-00002,3,3091.15,0.0,9273.45,7486.15,1787.3
LI-00009086,ORD-0003136,P-00424,1,4175.17,0.0,4175.17,2800.47,1374.7
LI-00009087,ORD-0003136,P-00001,1,4350.28,8.0,4350.28,3836.08,514.2
LI-00009088,ORD-0003137,P-00460,1,1253.65,0.0,1253.65,837.67,415.98
LI-00009089,ORD-0003137,P-00422,1,2211.29,0.0,2211.29,1581.53,629.76
LI-00009090,ORD-0003138,P-00178,1,8784.66,0.0,8784.66,6909.6,1875.06
LI-00009091,ORD-0003139,P-00652,3,5924.84,10.0,17774.52,12369.04,5405.48
LI-00009092,ORD-0003139,P-00695,2,16689.99,0.0,33379.98,22024.65,11355.33
LI-00009093,ORD-0003139,P-00002,1,3091.15,0.0,3091.15,2495.38,595.77
LI-00009094,ORD-0003139,P-00652,1,6583.15,0.0,6583.15,4123.01,2460.14
LI-00009095,ORD-0003139,P-00651,3,3866.52,0.0,11599.56,7845.53,3754.03
LI-00009096,ORD-0003140,P-00428,1,1310.08,0.0,1310.08,889.29,420.79
LI-00009097,ORD-0003140,P-00428,1,1310.08,0.0,1310.08,889.29,420.79
LI-00009098,ORD-0003140,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00009099,ORD-0003140,P-00421,1,2369.18,0.0,2369.18,1605.74,763.44
LI-00009100,ORD-0003140,P-00546,2,3585.28,0.0,7170.56,4934.87,2235.69
LI-00009101,ORD-0003140,P-00454,1,2788.01,0.0,2788.01,1845.68,942.33
LI-00009102,ORD-0003141,P-00651,1,3866.52,0.0,3866.52,2615.18,1251.34
LI-00009103,ORD-0003141,P-00651,2,3866.52,0.0,7733.04,5230.35,2502.69
LI-00009104,ORD-0003142,P-00471,1,2087.76,0.0,2087.76,1421.33,666.43
LI-00009105,ORD-0003142,P-00433,1,2437.18,0.0,2437.18,1640.27,796.91
LI-00009106,ORD-0003142,P-00421,1,2369.18,0.0,2369.18,1605.74,763.44
LI-00009107,ORD-0003142,P-00422,1,2211.29,0.0,2211.29,1581.53,629.76
LI-00009108,ORD-0003143,P-00652,1,6253.99,5.0,6253.99,4123.01,2130.98
LI-00009109,ORD-0003143,P-00665,1,9198.68,0.0,9198.68,6010.88,3187.8
LI-00009110,ORD-0003143,P-00651,1,3673.19,5.0,3673.19,2615.18,1058.01
LI-00009111,ORD-0003143,P-00818,1,6779.84,0.0,6779.84,4716.29,2063.55
LI-00009112,ORD-0003143,P-00659,1,7057.93,10.0,7057.93,5011.59,2046.34
LI-00009113,ORD-0003143,P-00654,1,10881.85,0.0,10881.85,6992.55,3889.3
LI-00009114,ORD-0003144,P-00080,3,6604.33,0.0,19812.99,16020.53,3792.46
LI-00009115,ORD-0003144,P-00025,1,3029.43,5.0,3029.43,2548.25,481.18
LI-00009116,ORD-0003145,P-00423,1,4931.67,0.0,4931.67,3327.0,1604.67
LI-00009117,ORD-0003145,P-00805,1,5029.54,5.0,5029.54,3489.51,1540.03
LI-00009118,ORD-0003145,P-00424,2,3757.65,10.0,7515.3,5600.95,1914.35
LI-00009119,ORD-0003146,P-00425,1,5093.24,10.0,5093.24,3843.38,1249.86
LI-00009120,ORD-0003146,P-00001,3,4728.57,0.0,14185.71,11508.23,2677.48
LI-00009121,ORD-0003147,P-00001,2,4728.57,0.0,9457.14,7672.16,1784.98
LI-00009122,ORD-0003147,P-00047,2,8876.5,0.0,17753.0,13884.71,3868.29
LI-00009123,ORD-0003147,P-00075,2,2776.98,0.0,5553.96,4530.81,1023.15
LI-00009124,ORD-0003147,P-00009,1,6797.11,0.0,6797.11,5536.16,1260.95
LI-00009125,ORD-0003147,P-00005,1,3676.58,8.0,3676.58,3221.8,454.78
LI-00009126,ORD-0003148,P-00004,2,5923.84,0.0,11847.68,9382.02,2465.66
LI-00009127,ORD-0003148,P-00727,1,4249.39,0.0,4249.39,2815.43,1433.96
LI-00009128,ORD-0003148,P-00003,1,1321.29,0.0,1321.29,1071.74,249.55
LI-00009129,ORD-0003148,P-00651,2,3866.52,0.0,7733.04,5230.35,2502.69
LI-00009130,ORD-0003149,P-00012,1,4496.46,0.0,4496.46,3533.12,963.34
LI-00009131,ORD-0003150,P-00656,1,4208.63,0.0,4208.63,2717.17,1491.46
LI-00009132,ORD-0003150,P-00667,1,6470.83,0.0,6470.83,4179.44,2291.39
LI-00009133,ORD-0003150,P-00660,1,11029.4,8.0,11029.4,7213.09,3816.31
LI-00009134,ORD-0003150,P-00657,2,12989.91,0.0,25979.82,17632.68,8347.14
LI-00009135,ORD-0003151,P-00663,1,9116.45,0.0,9116.45,6044.35,3072.1
LI-00009136,ORD-0003151,P-00868,1,2452.31,0.0,2452.31,1560.88,891.43
LI-00009137,ORD-0003152,P-00422,1,2211.29,0.0,2211.29,1581.53,629.76
LI-00009138,ORD-0003152,P-00421,1,2369.18,0.0,2369.18,1605.74,763.44
LI-00009139,ORD-0003153,P-00691,1,5199.91,0.0,5199.91,3483.64,1716.27
LI-00009140,ORD-0003153,P-00662,2,4826.01,8.0,9652.02,6862.26,2789.76
LI-00009141,ORD-0003154,P-00805,1,5294.25,0.0,5294.25,3489.51,1804.74
LI-00009142,ORD-0003154,P-00802,1,4638.68,0.0,4638.68,2995.56,1643.12
LI-00009143,ORD-0003154,P-00001,1,4492.14,5.0,4492.14,3836.08,656.06
LI-00009144,ORD-0003155,P-00801,1,3647.4,0.0,3647.4,2302.61,1344.79
LI-00009145,ORD-0003155,P-00923,2,1445.18,0.0,2890.36,2289.08,601.28
LI-00009146,ORD-0003155,P-00421,2,2369.18,0.0,4738.36,3211.48,1526.88
LI-00009147,ORD-0003155,P-00804,1,9663.26,0.0,9663.26,6129.96,3533.3
LI-00009148,ORD-0003156,P-00801,1,3355.61,8.0,3355.61,2302.61,1053.0
LI-00009149,ORD-0003157,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00009150,ORD-0003157,P-00276,1,6286.97,5.0,6286.97,5386.64,900.33
LI-00009151,ORD-0003157,P-00067,1,5313.48,0.0,5313.48,4283.21,1030.27
LI-00009152,ORD-0003157,P-00045,3,6435.78,5.0,19307.34,16582.84,2724.5
LI-00009153,ORD-0003157,P-00652,1,6583.15,0.0,6583.15,4123.01,2460.14
LI-00009154,ORD-0003158,P-00045,1,6435.78,5.0,6435.78,5527.61,908.17
LI-00009155,ORD-0003158,P-00296,2,9025.67,0.0,18051.34,14197.64,3853.7
LI-00009156,ORD-0003158,P-00011,1,4237.65,0.0,4237.65,3322.73,914.92
LI-00009157,ORD-0003159,P-00664,2,3318.1,0.0,6636.2,4488.8,2147.4
LI-00009158,ORD-0003159,P-00665,1,9198.68,0.0,9198.68,6010.88,3187.8
LI-00009159,ORD-0003159,P-00663,1,9116.45,0.0,9116.45,6044.35,3072.1
LI-00009160,ORD-0003159,P-00654,1,10881.85,0.0,10881.85,6992.55,3889.3
LI-00009161,ORD-0003159,P-00921,1,1335.71,0.0,1335.71,1132.08,203.63
LI-00009162,ORD-0003160,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00009163,ORD-0003160,P-00007,1,4872.22,0.0,4872.22,3836.08,1036.14
LI-00009164,ORD-0003161,P-00006,1,4778.59,0.0,4778.59,3872.21,906.38
LI-00009165,ORD-0003161,P-00134,3,8066.24,5.0,24198.72,20477.83,3720.89
LI-00009166,ORD-0003162,P-00821,1,3687.98,0.0,3687.98,2546.47,1141.51
LI-00009167,ORD-0003162,P-00821,1,3392.94,8.0,3392.94,2546.47,846.47
LI-00009168,ORD-0003162,P-00803,1,3183.01,10.0,3183.01,2235.5,947.51
LI-00009169,ORD-0003162,P-00836,2,5912.55,8.0,11825.1,8801.74,3023.36
LI-00009170,ORD-0003162,P-00840,1,2508.38,0.0,2508.38,1637.07,871.31
LI-00009171,ORD-0003162,P-00652,2,6056.5,8.0,12113.0,8246.03,3866.97
LI-00009172,ORD-0003163,P-00193,1,5909.24,0.0,5909.24,4671.08,1238.16
LI-00009173,ORD-0003163,P-00659,1,7842.15,0.0,7842.15,5011.59,2830.56
LI-00009174,ORD-0003163,P-00003,1,1215.59,8.0,1215.59,1071.74,143.85
LI-00009175,ORD-0003164,P-00763,1,9670.56,0.0,9670.56,6137.08,3533.48
LI-00009176,ORD-0003164,P-00652,1,6583.15,0.0,6583.15,4123.01,2460.14
LI-00009177,ORD-0003164,P-00651,1,3479.86,10.0,3479.86,2615.18,864.68
LI-00009178,ORD-0003164,P-00786,1,6586.71,0.0,6586.71,4011.94,2574.77
LI-00009179,ORD-0003165,P-00469,1,1233.42,5.0,1233.42,899.26,334.16
LI-00009180,ORD-0003165,P-00422,2,2211.29,0.0,4422.58,3163.06,1259.52
LI-00009181,ORD-0003165,P-00426,1,1534.75,5.0,1534.75,1065.15,469.6
LI-00009182,ORD-0003165,P-00470,1,2958.0,0.0,2958.0,1969.75,988.25
LI-00009183,ORD-0003166,P-00002,1,3091.15,0.0,3091.15,2495.38,595.77
LI-00009184,ORD-0003166,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00009185,ORD-0003166,P-00330,1,3690.61,5.0,3690.61,3095.42,595.19
LI-00009186,ORD-0003166,P-00672,2,5290.16,0.0,10580.32,6589.56,3990.76
LI-00009187,ORD-0003166,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00009188,ORD-0003166,P-00801,2,3355.61,8.0,6711.22,4605.22,2106.0
LI-00009189,ORD-0003167,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00009190,ORD-0003167,P-00001,1,4492.14,5.0,4492.14,3836.08,656.06
LI-00009191,ORD-0003167,P-00003,1,1321.29,0.0,1321.29,1071.74,249.55
LI-00009192,ORD-0003168,P-00423,1,4685.08,5.0,4685.08,3327.0,1358.08
LI-00009193,ORD-0003168,P-00437,1,1020.12,0.0,1020.12,671.24,348.88
LI-00009194,ORD-0003168,P-00425,2,5659.15,0.0,11318.3,7686.75,3631.55
LI-00009195,ORD-0003168,P-00421,3,2369.18,0.0,7107.54,4817.21,2290.33
LI-00009196,ORD-0003168,P-00801,1,3647.4,0.0,3647.4,2302.61,1344.79
LI-00009197,ORD-0003169,P-00430,1,1785.53,5.0,1785.53,1324.32,461.21
LI-00009198,ORD-0003169,P-00421,2,2369.18,0.0,4738.36,3211.48,1526.88
LI-00009199,ORD-0003170,P-00655,2,2487.73,0.0,4975.46,3158.79,1816.67
LI-00009200,ORD-0003170,P-00651,1,3866.52,0.0,3866.52,2615.18,1251.34
LI-00009201,ORD-0003170,P-00652,1,6583.15,0.0,6583.15,4123.01,2460.14
LI-00009202,ORD-0003171,P-00858,1,3515.86,0.0,3515.86,2429.7,1086.16
LI-00009203,ORD-0003171,P-00853,1,1241.19,0.0,1241.19,817.55,423.64
LI-00009204,ORD-0003172,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00009205,ORD-0003172,P-00004,2,5923.84,0.0,11847.68,9382.02,2465.66
LI-00009206,ORD-0003172,P-00002,2,3091.15,0.0,6182.3,4990.76,1191.54
LI-00009207,ORD-0003172,P-00107,1,4199.2,0.0,4199.2,3298.52,900.68
LI-00009208,ORD-0003172,P-00009,1,6457.25,5.0,6457.25,5536.16,921.09
LI-00009209,ORD-0003173,P-00654,2,10881.85,0.0,21763.7,13985.1,7778.6
LI-00009210,ORD-0003173,P-00776,1,3211.21,5.0,3211.21,2158.43,1052.78
LI-00009211,ORD-0003174,P-00422,1,2211.29,0.0,2211.29,1581.53,629.76
LI-00009212,ORD-0003174,P-00423,1,4931.67,0.0,4931.67,3327.0,1604.67
LI-00009213,ORD-0003174,P-00422,2,2211.29,0.0,4422.58,3163.06,1259.52
LI-00009214,ORD-0003174,P-00426,1,1534.75,5.0,1534.75,1065.15,469.6
LI-00009215,ORD-0003174,P-00422,1,2211.29,0.0,2211.29,1581.53,629.76
LI-00009216,ORD-0003174,P-00427,1,6275.21,0.0,6275.21,4424.55,1850.66
LI-00009217,ORD-0003175,P-00007,1,4872.22,0.0,4872.22,3836.08,1036.14
LI-00009218,ORD-0003175,P-00801,2,3647.4,0.0,7294.8,4605.22,2689.58
LI-00009219,ORD-0003175,P-00001,1,4492.14,5.0,4492.14,3836.08,656.06
LI-00009220,ORD-0003176,P-00652,1,6583.15,0.0,6583.15,4123.01,2460.14
LI-00009221,ORD-0003176,P-00651,1,3673.19,5.0,3673.19,2615.18,1058.01
LI-00009222,ORD-0003176,P-00743,1,10119.66,0.0,10119.66,6743.89,3375.77
LI-00009223,ORD-0003177,P-00651,2,3866.52,0.0,7733.04,5230.35,2502.69
LI-00009224,ORD-0003177,P-00428,1,1310.08,0.0,1310.08,889.29,420.79
LI-00009225,ORD-0003177,P-00659,1,7214.77,8.0,7214.77,5011.59,2203.18
LI-00009226,ORD-0003177,P-00421,1,2132.26,10.0,2132.26,1605.74,526.52
LI-00009227,ORD-0003178,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00009228,ORD-0003179,P-00421,2,2369.18,0.0,4738.36,3211.48,1526.88
LI-00009229,ORD-0003179,P-00422,1,2211.29,0.0,2211.29,1581.53,629.76
LI-00009230,ORD-0003180,P-00806,1,2559.46,0.0,2559.46,1629.23,930.23
LI-00009231,ORD-0003181,P-00424,2,4175.17,0.0,8350.34,5600.95,2749.39
LI-00009232,ORD-0003181,P-00442,1,3654.87,0.0,3654.87,2461.03,1193.84
LI-00009233,ORD-0003181,P-00421,2,2369.18,0.0,4738.36,3211.48,1526.88
LI-00009234,ORD-0003182,P-00823,2,5733.91,0.0,11467.82,7775.75,3692.07
LI-00009235,ORD-0003182,P-00801,1,3355.61,8.0,3355.61,2302.61,1053.0
LI-00009236,ORD-0003183,P-00425,3,5659.15,0.0,16977.45,11530.13,5447.32
LI-00009237,ORD-0003184,P-00817,1,2573.52,0.0,2573.52,1627.28,946.24
LI-00009238,ORD-0003184,P-00422,1,2211.29,0.0,2211.29,1581.53,629.76
LI-00009239,ORD-0003184,P-00805,1,5294.25,0.0,5294.25,3489.51,1804.74
LI-00009240,ORD-0003185,P-00027,2,4723.94,0.0,9447.88,7583.51,1864.37
LI-00009241,ORD-0003185,P-00002,1,2843.86,8.0,2843.86,2495.38,348.48
LI-00009242,ORD-0003186,P-00005,1,3996.28,0.0,3996.28,3221.8,774.48
LI-00009243,ORD-0003186,P-00038,1,3838.53,8.0,3838.53,3329.85,508.68
LI-00009244,ORD-0003186,P-00006,1,4778.59,0.0,4778.59,3872.21,906.38
LI-00009245,ORD-0003187,P-00001,2,4728.57,0.0,9457.14,7672.16,1784.98
LI-00009246,ORD-0003187,P-00005,2,3996.28,0.0,7992.56,6443.6,1548.96
LI-00009247,ORD-0003187,P-00684,2,1795.84,0.0,3591.68,2309.02,1282.66
LI-00009248,ORD-0003188,P-00007,1,4872.22,0.0,4872.22,3836.08,1036.14
LI-00009249,ORD-0003188,P-00038,1,3963.7,5.0,3963.7,3329.85,633.85
LI-00009250,ORD-0003189,P-00651,1,3866.52,0.0,3866.52,2615.18,1251.34
LI-00009251,ORD-0003189,P-00065,1,7522.64,0.0,7522.64,6141.18,1381.46
LI-00009252,ORD-0003189,P-00651,1,3866.52,0.0,3866.52,2615.18,1251.34
LI-00009253,ORD-0003190,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00009254,ORD-0003190,P-00137,2,4898.38,0.0,9796.76,7882.91,1913.85
LI-00009255,ORD-0003190,P-00024,1,8793.56,0.0,8793.56,6974.4,1819.16
LI-00009256,ORD-0003190,P-00158,1,9597.58,0.0,9597.58,7578.17,2019.41
LI-00009257,ORD-0003190,P-00003,1,1321.29,0.0,1321.29,1071.74,249.55
LI-00009258,ORD-0003191,P-00002,2,3091.15,0.0,6182.3,4990.76,1191.54
LI-00009259,ORD-0003191,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00009260,ORD-0003191,P-00055,1,2407.81,5.0,2407.81,2051.45,356.36
LI-00009261,ORD-0003192,P-00486,1,2225.36,0.0,2225.36,1521.01,704.35
LI-00009262,ORD-0003193,P-00001,2,4728.57,0.0,9457.14,7672.16,1784.98
LI-00009263,ORD-0003193,P-00251,1,4373.87,8.0,4373.87,3760.43,613.44
LI-00009264,ORD-0003193,P-00076,1,2174.27,0.0,2174.27,1775.19,399.08
LI-00009265,ORD-0003193,P-00804,1,9180.1,5.0,9180.1,6129.96,3050.14
LI-00009266,ORD-0003194,P-00955,2,2605.56,0.0,5211.12,4333.59,877.53
LI-00009267,ORD-0003194,P-00955,1,2345.01,10.0,2345.01,2166.79,178.22
LI-00009268,ORD-0003194,P-00010,2,4230.74,8.0,8461.48,7446.81,1014.67
LI-00009269,ORD-0003194,P-00431,1,1899.97,10.0,1899.97,1506.24,393.73
LI-00009270,ORD-0003195,P-00996,1,1282.67,0.0,1282.67,1061.24,221.43
LI-00009271,ORD-0003195,P-00938,1,1337.67,0.0,1337.67,1088.83,248.84
LI-00009272,ORD-0003195,P-00921,2,1335.71,0.0,2671.42,2264.16,407.26
LI-00009273,ORD-0003195,P-00016,1,3451.95,0.0,3451.95,2796.91,655.04
LI-00009274,ORD-0003196,P-00002,1,2782.03,10.0,2782.03,2495.38,286.65
LI-00009275,ORD-0003196,P-00001,1,4492.14,5.0,4492.14,3836.08,656.06
LI-00009276,ORD-0003197,P-00161,1,3601.12,0.0,3601.12,2821.66,779.46
LI-00009277,ORD-0003197,P-00002,2,3091.15,0.0,6182.3,4990.76,1191.54
LI-00009278,ORD-0003198,P-00007,1,4872.22,0.0,4872.22,3836.08,1036.14
LI-00009279,ORD-0003199,P-00252,1,4535.77,5.0,4535.77,3775.2,760.57
LI-00009280,ORD-0003199,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00009281,ORD-0003199,P-00017,1,4366.16,0.0,4366.16,3546.12,820.04
LI-00009282,ORD-0003199,P-00803,2,3536.68,0.0,7073.36,4471.0,2602.36
LI-00009283,ORD-0003199,P-00801,1,3647.4,0.0,3647.4,2302.61,1344.79
LI-00009284,ORD-0003199,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00009285,ORD-0003200,P-00982,1,1102.89,0.0,1102.89,931.83,171.06
LI-00009286,ORD-0003200,P-00923,1,1445.18,0.0,1445.18,1144.54,300.64
LI-00009287,ORD-0003201,P-00807,2,3632.27,0.0,7264.54,4812.76,2451.78
LI-00009288,ORD-0003201,P-00822,1,5216.9,8.0,5216.9,3643.3,1573.6
LI-00009289,ORD-0003201,P-00802,1,4638.68,0.0,4638.68,2995.56,1643.12
LI-00009290,ORD-0003201,P-00801,1,3647.4,0.0,3647.4,2302.61,1344.79
LI-00009291,ORD-0003202,P-00424,1,4175.17,0.0,4175.17,2800.47,1374.7
LI-00009292,ORD-0003202,P-00421,1,2369.18,0.0,2369.18,1605.74,763.44
LI-00009293,ORD-0003202,P-00704,1,4990.99,5.0,4990.99,3229.63,1761.36
LI-00009294,ORD-0003203,P-00809,3,4061.07,0.0,12183.21,7912.81,4270.4
LI-00009295,ORD-0003203,P-00803,1,3536.68,0.0,3536.68,2235.5,1301.18
LI-00009296,ORD-0003204,P-00005,1,3996.28,0.0,3996.28,3221.8,774.48
LI-00009297,ORD-0003205,P-00057,1,11571.78,0.0,11571.78,9063.4,2508.38
LI-00009298,ORD-0003205,P-00018,1,19420.33,0.0,19420.33,15152.07,4268.26
LI-00009299,ORD-0003205,P-00036,1,6688.53,0.0,6688.53,5301.91,1386.62
LI-00009300,ORD-0003205,P-00454,3,2788.01,0.0,8364.03,5537.05,2826.98
LI-00009301,ORD-0003205,P-00003,1,1321.29,0.0,1321.29,1071.74,249.55
LI-00009302,ORD-0003206,P-00012,2,4496.46,0.0,8992.92,7066.24,1926.68
LI-00009303,ORD-0003207,P-00021,1,8456.6,0.0,8456.6,6683.9,1772.7
LI-00009304,ORD-0003207,P-00001,1,4350.28,8.0,4350.28,3836.08,514.2
LI-00009305,ORD-0003208,P-00001,1,4492.14,5.0,4492.14,3836.08,656.06
LI-00009306,ORD-0003209,P-00656,1,4208.63,0.0,4208.63,2717.17,1491.46
LI-00009307,ORD-0003209,P-00124,1,4331.63,0.0,4331.63,3492.18,839.45
LI-00009308,ORD-0003210,P-00651,1,3866.52,0.0,3866.52,2615.18,1251.34
LI-00009309,ORD-0003210,P-00671,3,7107.54,0.0,21322.62,13027.46,8295.16
LI-00009310,ORD-0003210,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00009311,ORD-0003211,P-00801,3,3647.4,0.0,10942.2,6907.82,4034.38
LI-00009312,ORD-0003211,P-00423,1,4931.67,0.0,4931.67,3327.0,1604.67
LI-00009313,ORD-0003211,P-00816,1,6074.96,0.0,6074.96,3886.99,2187.97
LI-00009314,ORD-0003212,P-00037,1,3651.49,0.0,3651.49,2892.5,758.99
LI-00009315,ORD-0003212,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00009316,ORD-0003212,P-00023,1,6630.5,0.0,6630.5,5250.82,1379.68
LI-00009317,ORD-0003213,P-00004,1,5923.84,0.0,5923.84,4691.01,1232.83
LI-00009318,ORD-0003213,P-00004,1,5923.84,0.0,5923.84,4691.01,1232.83
LI-00009319,ORD-0003213,P-00654,1,10881.85,0.0,10881.85,6992.55,3889.3
LI-00009320,ORD-0003214,P-00001,1,4350.28,8.0,4350.28,3836.08,514.2
LI-00009321,ORD-0003214,P-00009,1,6797.11,0.0,6797.11,5536.16,1260.95
LI-00009322,ORD-0003214,P-00060,1,9254.75,0.0,9254.75,7220.04,2034.71
LI-00009323,ORD-0003214,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00009324,ORD-0003215,P-00006,2,4778.59,0.0,9557.18,7744.42,1812.76
LI-00009325,ORD-0003215,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00009326,ORD-0003215,P-00004,2,5923.84,0.0,11847.68,9382.02,2465.66
