product_id,product_name,brand,category,sub_type,therapeutic_area,is_generic,mrp,cost_price,margin_pct,requires_prescription,is_scheduled
P-00226,Macleods Gel 298,Macleods,Rx Medicines,Gel,Neurological,False,234.69,187.95,19.9,True,False
P-00227,Natco Tablet 911,Natco,Rx Medicines,Tablet,Cardiac,False,216.3,169.12,21.8,True,True
P-00228,Sun Pharma Suspension 589,Sun Pharma,Rx Medicines,Suspension,Anti-inflammatory,False,446.16,363.44,18.5,True,True
P-00229,Abbott India Injection 296,Abbott India,Rx Medicines,Injection,Anti-allergic,False,286.95,231.11,19.5,True,True
P-00230,Generic Sun Pharma Gel 262,Sun Pharma,Rx Medicines,Gel,Pain Management,True,249.5,194.66,22.0,True,False
P-00231,Aurobindo Powder 773,Aurobindo,Rx Medicines,Powder,Neurological,False,206.04,163.25,20.8,True,False
P-00232,Generic Lupin Inhaler 829,Lupin,Rx Medicines,Inhaler,Gastrointestinal,True,240.7,191.45,20.5,True,True
P-00233,Lupin Drops 492,Lupin,Rx Medicines,Drops,Anti-viral,False,225.55,179.05,20.6,True,False
P-00234,Natco Inhaler 192,Natco,Rx Medicines,Inhaler,Cardiac,False,543.66,424.84,21.9,True,False
P-00235,Torrent Pharma Ointment 995,Torrent Pharma,Rx Medicines,Ointment,Musculoskeletal,False,351.97,284.06,19.3,True,False
P-00236,Macleods Ointment 506,Macleods,Rx Medicines,Ointment,Anti-inflammatory,False,154.16,124.12,19.5,True,False
P-00237,Generic Lupin Capsule 934,Lupin,Rx Medicines,Capsule,Anti-allergic,True,483.27,384.41,20.5,True,False
P-00238,Cadila Tablet 434,Cadila,Rx Medicines,Tablet,Anti-diabetic,False,365.51,290.09,20.6,True,False
P-00239,Hetero Tablet 768,Hetero,Rx Medicines,Tablet,Musculoskeletal,False,419.58,330.21,21.3,True,False
P-00240,Alkem Tablet 182,Alkem,Rx Medicines,Tablet,Anti-allergic,False,196.28,157.41,19.8,True,True
P-00241,Abbott India Tablet 673,Abbott India,Rx Medicines,Tablet,Dermatological,False,233.25,190.6,18.3,True,True
P-00242,Alkem Gel 408,Alkem,Rx Medicines,Gel,Anti-inflammatory,False,307.09,247.52,19.4,True,False
P-00243,Generic Ipca Gel 346,Ipca,Rx Medicines,Gel,Pain Management,True,187.88,150.19,20.1,True,False
P-00244,Alkem Powder 570,Alkem,Rx Medicines,Powder,Anti-viral,False,260.45,211.43,18.8,True,False
P-00245,Lupin Powder 685,Lupin,Rx Medicines,Powder,Musculoskeletal,False,453.0,365.62,19.3,True,False
P-00246,Alkem Capsule 921,Alkem,Rx Medicines,Capsule,Gastrointestinal,False,272.7,213.58,21.7,True,False
P-00247,Generic Sun Pharma Gel 855,Sun Pharma,Rx Medicines,Gel,Dermatological,True,184.98,148.9,19.5,True,False
P-00248,Generic Macleods Drops 297,Macleods,Rx Medicines,Drops,Anti-inflammatory,True,309.71,252.46,18.5,True,False
P-00249,Intas Suspension 242,Intas,Rx Medicines,Suspension,Musculoskeletal,False,325.99,256.27,21.4,True,False
P-00250,Biocon Ointment 656,Biocon,Rx Medicines,Ointment,Pain Management,False,319.81,252.93,20.9,True,True
P-00251,Ipca Drops 292,Ipca,Rx Medicines,Drops,Neurological,False,267.09,211.26,20.9,True,False
P-00252,Generic Aurobindo Syrup 692,Aurobindo,Rx Medicines,Syrup,Anti-allergic,True,268.23,212.09,20.9,True,False
P-00253,Cipla Suspension 376,Cipla,Rx Medicines,Suspension,Cardiac,False,692.62,543.75,21.5,True,False
P-00254,Zydus Suspension 270,Zydus,Rx Medicines,Suspension,Dermatological,False,382.44,309.83,19.0,True,False
P-00255,Generic Lupin Suspension 311,Lupin,Rx Medicines,Suspension,Musculoskeletal,True,146.65,115.9,21.0,True,False
P-00256,Sun Pharma Powder 607,Sun Pharma,Rx Medicines,Powder,Neurological,False,479.99,382.95,20.2,True,False
P-00257,Generic Abbott India Tablet 764,Abbott India,Rx Medicines,Tablet,Neurological,True,263.57,212.68,19.3,True,False
P-00258,Torrent Pharma Suspension 390,Torrent Pharma,Rx Medicines,Suspension,Musculoskeletal,False,345.35,278.1,19.5,True,False
P-00259,Generic Cadila Suspension 414,Cadila,Rx Medicines,Suspension,Musculoskeletal,True,137.77,109.14,20.8,True,True
P-00260,Generic Natco Injection 128,Natco,Rx Medicines,Injection,Vitamin/Supplement,True,116.09,94.76,18.4,True,False
P-00261,Generic Natco Syrup 171,Natco,Rx Medicines,Syrup,Musculoskeletal,True,710.13,565.16,20.4,True,False
P-00262,Generic Intas Syrup 323,Intas,Rx Medicines,Syrup,Vitamin/Supplement,True,719.17,568.26,21.0,True,False
P-00263,Lupin Syrup 840,Lupin,Rx Medicines,Syrup,Anti-inflammatory,False,335.41,271.87,18.9,True,False
P-00264,Aurobindo Powder 207,Aurobindo,Rx Medicines,Powder,Vitamin/Supplement,False,209.61,170.43,18.7,True,False
P-00265,Hetero Drops 514,Hetero,Rx Medicines,Drops,Anti-allergic,False,509.85,406.09,20.4,True,False
P-00266,Generic Cadila Capsule 263,Cadila,Rx Medicines,Capsule,Hormonal,True,106.28,87.05,18.1,True,False
P-00267,Torrent Pharma Tablet 942,Torrent Pharma,Rx Medicines,Tablet,Antibiotic,False,469.31,369.03,21.4,True,False
P-00268,Cadila Ointment 752,Cadila,Rx Medicines,Ointment,Musculoskeletal,False,254.0,207.46,18.3,True,False
P-00269,Dr. Reddys Tablet 197,Dr. Reddys,Rx Medicines,Tablet,Anti-inflammatory,False,207.2,164.85,20.4,True,False
P-00270,Generic Lupin Ointment 351,Lupin,Rx Medicines,Ointment,Anti-allergic,True,353.96,289.62,18.2,True,False
P-00271,Dr. Reddys Inhaler 738,Dr. Reddys,Rx Medicines,Inhaler,Dermatological,False,270.84,217.44,19.7,True,False
P-00272,Abbott India Powder 859,Abbott India,Rx Medicines,Powder,Dermatological,False,316.53,258.97,18.2,True,False
P-00273,Lupin Capsule 212,Lupin,Rx Medicines,Capsule,Respiratory,False,259.66,205.31,20.9,True,False
P-00274,Aurobindo Inhaler 905,Aurobindo,Rx Medicines,Inhaler,Musculoskeletal,False,248.71,199.78,19.7,True,False
P-00275,Zydus Gel 924,Zydus,Rx Medicines,Gel,Gastrointestinal,False,160.71,128.15,20.3,True,False
P-00276,Generic Abbott India Powder 717,Abbott India,Rx Medicines,Powder,Anti-diabetic,True,371.79,302.62,18.6,True,False
P-00277,Mankind Drops 186,Mankind,Rx Medicines,Drops,Anti-diabetic,False,464.44,366.13,21.2,True,False
P-00278,Torrent Pharma Drops 523,Torrent Pharma,Rx Medicines,Drops,Musculoskeletal,False,89.36,72.68,18.7,True,False
P-00279,Sun Pharma Gel 945,Sun Pharma,Rx Medicines,Gel,Antibiotic,False,381.6,311.96,18.2,True,True
P-00280,Generic Cadila Syrup 41,Cadila,Rx Medicines,Syrup,Anti-viral,True,783.32,626.74,20.0,True,False
P-00281,Lupin Injection 791,Lupin,Rx Medicines,Injection,Dermatological,False,334.82,272.39,18.6,True,False
P-00282,Glenmark Suspension 75,Glenmark,Rx Medicines,Suspension,Musculoskeletal,False,184.22,146.95,20.2,True,True
P-00283,Generic Dr. Reddys Suspension 610,Dr. Reddys,Rx Medicines,Suspension,Musculoskeletal,True,172.1,136.6,20.6,True,False
P-00284,Ipca Syrup 595,Ipca,Rx Medicines,Syrup,Hormonal,False,279.25,226.71,18.8,True,True
P-00285,Generic Glenmark Injection 113,Glenmark,Rx Medicines,Injection,Dermatological,True,223.88,175.39,21.7,True,False
P-00286,Generic Torrent Pharma Capsule 292,Torrent Pharma,Rx Medicines,Capsule,Antibiotic,True,531.28,427.93,19.5,True,False
P-00287,Generic Alkem Drops 697,Alkem,Rx Medicines,Drops,Anti-diabetic,True,267.13,211.22,20.9,True,True
P-00288,Lupin Drops 533,Lupin,Rx Medicines,Drops,Antibiotic,False,238.35,187.03,21.5,True,False
P-00289,Hetero Tablet 933,Hetero,Rx Medicines,Tablet,Respiratory,False,336.48,271.57,19.3,True,False
P-00290,Generic Zydus Powder 939,Zydus,Rx Medicines,Powder,Anti-inflammatory,True,205.75,162.79,20.9,True,False
P-00291,Generic Zydus Syrup 581,Zydus,Rx Medicines,Syrup,Vitamin/Supplement,True,356.62,290.85,18.4,True,False
P-00292,Ipca Capsule 737,Ipca,Rx Medicines,Capsule,Anti-allergic,False,248.91,200.98,19.3,True,False
P-00293,Generic Dr. Reddys Gel 952,Dr. Reddys,Rx Medicines,Gel,Anti-allergic,True,211.06,170.13,19.4,True,True
P-00294,Ipca Powder 629,Ipca,Rx Medicines,Powder,Cardiac,False,228.02,180.24,21.0,True,False
P-00295,Generic Aurobindo Syrup 165,Aurobindo,Rx Medicines,Syrup,Vitamin/Supplement,True,155.29,123.07,20.7,True,False
P-00296,Torrent Pharma Powder 864,Torrent Pharma,Rx Medicines,Powder,Anti-diabetic,False,507.06,398.81,21.3,True,True
P-00297,Dr. Reddys Injection 638,Dr. Reddys,Rx Medicines,Injection,Anti-viral,False,169.8,139.01,18.1,True,False
P-00298,Natco Injection 773,Natco,Rx Medicines,Injection,Respiratory,False,199.52,157.16,21.2,True,False
P-00299,Macleods Syrup 510,Macleods,Rx Medicines,Syrup,Hormonal,False,128.3,104.04,18.9,True,False
P-00300,Dr. Reddys Syrup 890,Dr. Reddys,Rx Medicines,Syrup,Pain Management,False,137.11,109.8,19.9,True,True
P-00301,Natco Gel 435,Natco,Rx Medicines,Gel,Cardiac,False,225.24,176.49,21.6,True,False
P-00302,Biocon Inhaler 384,Biocon,Rx Medicines,Inhaler,Neurological,False,407.52,329.2,19.2,True,False
P-00303,Generic Aurobindo Injection 830,Aurobindo,Rx Medicines,Injection,Cardiac,True,119.66,94.17,21.3,True,False
P-00304,Generic Natco Powder 523,Natco,Rx Medicines,Powder,Anti-inflammatory,True,364.65,286.22,21.5,True,False
P-00305,Natco Drops 441,Natco,Rx Medicines,Drops,Anti-viral,False,370.32,291.25,21.4,True,True
P-00306,Dr. Reddys Capsule 285,Dr. Reddys,Rx Medicines,Capsule,Gastrointestinal,False,863.71,706.04,18.3,True,False
P-00307,Abbott India Tablet 737,Abbott India,Rx Medicines,Tablet,Neurological,False,319.69,251.54,21.3,True,False
P-00308,Alkem Inhaler 183,Alkem,Rx Medicines,Inhaler,Anti-allergic,False,385.97,302.44,21.6,True,False
P-00309,Glenmark Syrup 832,Glenmark,Rx Medicines,Syrup,Vitamin/Supplement,False,572.99,455.19,20.6,True,False
P-00310,Lupin Drops 203,Lupin,Rx Medicines,Drops,Antibiotic,False,244.45,194.07,20.6,True,False
P-00311,Generic Glenmark Tablet 789,Glenmark,Rx Medicines,Tablet,Cardiac,True,265.61,213.96,19.4,True,False
P-00312,Generic Alkem Syrup 630,Alkem,Rx Medicines,Syrup,Anti-diabetic,True,255.34,204.78,19.8,True,False
P-00313,Alkem Syrup 311,Alkem,Rx Medicines,Syrup,Anti-inflammatory,False,291.78,239.2,18.0,True,True
P-00314,Generic Alkem Injection 766,Alkem,Rx Medicines,Injection,Musculoskeletal,True,135.1,108.28,19.9,True,False
P-00315,Cadila Drops 798,Cadila,Rx Medicines,Drops,Neurological,False,209.43,164.88,21.3,True,False
P-00316,Mankind Inhaler 503,Mankind,Rx Medicines,Inhaler,Vitamin/Supplement,False,429.08,340.25,20.7,True,False
P-00317,Biocon Tablet 277,Biocon,Rx Medicines,Tablet,Antibiotic,False,424.31,335.82,20.9,True,False
P-00318,Cipla Gel 162,Cipla,Rx Medicines,Gel,Musculoskeletal,False,255.71,202.3,20.9,True,False
P-00319,Generic Biocon Inhaler 648,Biocon,Rx Medicines,Inhaler,Anti-inflammatory,True,196.5,158.11,19.5,True,False
P-00320,Zydus Syrup 746,Zydus,Rx Medicines,Syrup,Dermatological,False,332.35,262.54,21.0,True,False
P-00321,Aurobindo Powder 982,Aurobindo,Rx Medicines,Powder,Anti-viral,False,544.51,427.16,21.6,True,True
P-00322,Macleods Syrup 780,Macleods,Rx Medicines,Syrup,Neurological,False,543.63,442.42,18.6,True,False
P-00323,Sun Pharma Drops 822,Sun Pharma,Rx Medicines,Drops,Pain Management,False,119.85,95.95,19.9,True,False
P-00324,Zydus Ointment 288,Zydus,Rx Medicines,Ointment,Anti-viral,False,202.76,163.48,19.4,True,False
P-00325,Torrent Pharma Ointment 643,Torrent Pharma,Rx Medicines,Ointment,Anti-hypertensive,False,193.54,154.5,20.2,True,False
P-00326,Abbott India Capsule 856,Abbott India,Rx Medicines,Capsule,Antibiotic,False,257.43,202.26,21.4,True,False
P-00327,Alkem Gel 449,Alkem,Rx Medicines,Gel,Cardiac,False,469.22,377.73,19.5,True,True
P-00328,Generic Mankind Injection 157,Mankind,Rx Medicines,Injection,Anti-diabetic,True,491.83,396.5,19.4,True,False
P-00329,Cadila Capsule 890,Cadila,Rx Medicines,Capsule,Hormonal,False,529.33,421.43,20.4,True,False
P-00330,Zydus Suspension 495,Zydus,Rx Medicines,Suspension,Anti-inflammatory,False,218.25,173.9,20.3,True,False
P-00331,Generic Lupin Tablet 439,Lupin,Rx Medicines,Tablet,Gastrointestinal,True,160.36,130.86,18.4,True,True
P-00332,Generic Cadila Syrup 254,Cadila,Rx Medicines,Syrup,Hormonal,True,294.01,239.36,18.6,True,False
P-00333,Generic Zydus Gel 795,Zydus,Rx Medicines,Gel,Musculoskeletal,True,220.83,177.16,19.8,True,False
P-00334,Generic Intas Injection 174,Intas,Rx Medicines,Injection,Cardiac,True,89.25,71.25,20.2,True,False
P-00335,Generic Biocon Capsule 425,Biocon,Rx Medicines,Capsule,Gastrointestinal,True,250.94,202.74,19.2,True,False
P-00336,Generic Intas Ointment 148,Intas,Rx Medicines,Ointment,Anti-allergic,True,517.31,419.33,18.9,True,False
P-00337,Cipla Suspension 282,Cipla,Rx Medicines,Suspension,Vitamin/Supplement,False,252.69,203.14,19.6,True,False
P-00338,Generic Macleods Suspension 174,Macleods,Rx Medicines,Suspension,Dermatological,True,899.53,715.28,20.5,True,False
P-00339,Alkem Ointment 568,Alkem,Rx Medicines,Ointment,Anti-inflammatory,False,643.56,518.62,19.4,True,False
P-00340,Generic Ipca Inhaler 946,Ipca,Rx Medicines,Inhaler,Anti-diabetic,True,611.39,484.69,20.7,True,False
P-00341,Generic Abbott India Drops 591,Abbott India,Rx Medicines,Drops,Antibiotic,True,177.7,140.35,21.0,True,False
P-00342,Lupin Drops 408,Lupin,Rx Medicines,Drops,Pain Management,False,284.07,224.28,21.0,True,False
P-00343,Macleods Tablet 760,Macleods,Rx Medicines,Tablet,Pain Management,False,93.22,74.2,20.4,True,False
P-00344,Generic Biocon Syrup 950,Biocon,Rx Medicines,Syrup,Neurological,True,118.93,97.24,18.2,True,False
P-00345,Intas Tablet 952,Intas,Rx Medicines,Tablet,Antibiotic,False,161.36,132.12,18.1,True,False
P-00346,Hetero Capsule 844,Hetero,Rx Medicines,Capsule,Vitamin/Supplement,False,183.06,149.89,18.1,True,False
P-00347,Cadila Ointment 743,Cadila,Rx Medicines,Ointment,Anti-hypertensive,False,513.85,410.49,20.1,True,True
P-00348,Macleods Suspension 656,Macleods,Rx Medicines,Suspension,Dermatological,False,181.42,146.63,19.2,True,True
P-00349,Lupin Powder 137,Lupin,Rx Medicines,Powder,Anti-viral,False,345.67,272.82,21.1,True,False
P-00350,Cipla Injection 274,Cipla,Rx Medicines,Injection,Anti-viral,False,208.07,169.88,18.4,True,False
P-00351,Natco Injection 982,Natco,Rx Medicines,Injection,Cardiac,False,354.23,281.51,20.5,True,False
P-00352,Sun Pharma Syrup 384,Sun Pharma,Rx Medicines,Syrup,Anti-hypertensive,False,110.71,90.44,18.3,True,False
P-00353,Generic Hetero Drops 299,Hetero,Rx Medicines,Drops,Anti-hypertensive,True,457.35,371.16,18.8,True,False
P-00354,Alkem Inhaler 639,Alkem,Rx Medicines,Inhaler,Pain Management,False,519.39,420.37,19.1,True,False
P-00355,Mankind Tablet 322,Mankind,Rx Medicines,Tablet,Pain Management,False,288.52,232.46,19.4,True,False
P-00356,Intas Inhaler 493,Intas,Rx Medicines,Inhaler,Pain Management,False,321.65,257.91,19.8,True,False
P-00357,Macleods Capsule 269,Macleods,Rx Medicines,Capsule,Anti-inflammatory,False,162.8,129.83,20.3,True,True
P-00358,Alkem Capsule 859,Alkem,Rx Medicines,Capsule,Anti-viral,False,168.45,136.21,19.1,True,False
P-00359,Ipca Powder 218,Ipca,Rx Medicines,Powder,Anti-viral,False,398.7,317.47,20.4,True,True
P-00360,Generic Macleods Suspension 841,Macleods,Rx Medicines,Suspension,Gastrointestinal,True,445.82,348.8,21.8,True,False
P-00361,Ipca Powder 859,Ipca,Rx Medicines,Powder,Antibiotic,False,477.99,381.02,20.3,True,False
P-00362,Biocon Syrup 430,Biocon,Rx Medicines,Syrup,Dermatological,False,307.85,240.57,21.9,True,True
P-00363,Cipla Powder 110,Cipla,Rx Medicines,Powder,Musculoskeletal,False,227.59,178.65,21.5,True,False
P-00364,Abbott India Tablet 542,Abbott India,Rx Medicines,Tablet,Neurological,False,206.54,166.9,19.2,True,False
P-00365,Generic Abbott India Ointment 364,Abbott India,Rx Medicines,Ointment,Gastrointestinal,True,83.28,65.41,21.5,True,False
P-00366,Macleods Syrup 22,Macleods,Rx Medicines,Syrup,Anti-allergic,False,275.81,216.69,21.4,True,False
P-00367,Biocon Injection 109,Biocon,Rx Medicines,Injection,Neurological,False,232.64,182.57,21.5,True,False
P-00368,Biocon Capsule 283,Biocon,Rx Medicines,Capsule,Dermatological,False,801.67,636.47,20.6,True,False
P-00369,Torrent Pharma Ointment 236,Torrent Pharma,Rx Medicines,Ointment,Cardiac,False,308.26,249.23,19.1,True,False
P-00370,Intas Drops 62,Intas,Rx Medicines,Drops,Gastrointestinal,False,260.0,210.42,19.1,True,False
P-00371,Biocon Ointment 26,Biocon,Rx Medicines,Ointment,Anti-hypertensive,False,251.08,201.83,19.6,True,False
P-00372,Ipca Powder 842,Ipca,Rx Medicines,Powder,Anti-allergic,False,74.84,60.18,19.6,True,False
P-00373,Hetero Tablet 184,Hetero,Rx Medicines,Tablet,Musculoskeletal,False,314.38,256.83,18.3,True,False
P-00374,Generic Sun Pharma Ointment 64,Sun Pharma,Rx Medicines,Ointment,Gastrointestinal,True,484.79,390.9,19.4,True,False
P-00375,Abbott India Ointment 785,Abbott India,Rx Medicines,Ointment,Respiratory,False,334.52,266.99,20.2,True,False
P-00376,Generic Alkem Drops 498,Alkem,Rx Medicines,Drops,Dermatological,True,411.19,336.1,18.3,True,False
P-00377,Sun Pharma Inhaler 242,Sun Pharma,Rx Medicines,Inhaler,Anti-inflammatory,False,366.26,299.23,18.3,True,False
P-00378,Generic Abbott India Inhaler 516,Abbott India,Rx Medicines,Inhaler,Musculoskeletal,True,287.32,225.87,21.4,True,False
P-00379,Ipca Ointment 58,Ipca,Rx Medicines,Ointment,Anti-inflammatory,False,617.12,499.62,19.0,True,False
P-00380,Torrent Pharma Suspension 498,Torrent Pharma,Rx Medicines,Suspension,Neurological,False,168.55,132.21,21.6,True,False
P-00381,Generic Intas Capsule 745,Intas,Rx Medicines,Capsule,Anti-inflammatory,True,120.33,95.01,21.0,True,False
P-00382,Natco Ointment 219,Natco,Rx Medicines,Ointment,Pain Management,False,195.42,153.94,21.2,True,False
P-00383,Generic Natco Syrup 730,Natco,Rx Medicines,Syrup,Vitamin/Supplement,True,451.07,357.71,20.7,True,False
P-00384,Biocon Capsule 690,Biocon,Rx Medicines,Capsule,Anti-allergic,False,273.8,217.3,20.6,True,True
P-00385,Dr. Reddys Suspension 283,Dr. Reddys,Rx Medicines,Suspension,Musculoskeletal,False,131.62,105.51,19.8,True,False
P-00386,Generic Torrent Pharma Drops 892,Torrent Pharma,Rx Medicines,Drops,Cardiac,True,297.48,241.67,18.8,True,False
P-00387,Sun Pharma Tablet 504,Sun Pharma,Rx Medicines,Tablet,Gastrointestinal,False,473.32,373.49,21.1,True,False
P-00388,Ipca Inhaler 863,Ipca,Rx Medicines,Inhaler,Anti-inflammatory,False,238.87,190.47,20.3,True,False
P-00389,Abbott India Powder 180,Abbott India,Rx Medicines,Powder,Anti-inflammatory,False,381.47,309.32,18.9,True,True
P-00390,Cadila Suspension 799,Cadila,Rx Medicines,Suspension,Dermatological,False,252.41,198.82,21.2,True,False
P-00391,Dr. Reddys Gel 681,Dr. Reddys,Rx Medicines,Gel,Cardiac,False,406.22,316.96,22.0,True,False
P-00392,Mankind Tablet 684,Mankind,Rx Medicines,Tablet,Anti-inflammatory,False,255.74,201.99,21.0,True,True
P-00393,Mankind Gel 778,Mankind,Rx Medicines,Gel,Anti-hypertensive,False,111.57,87.71,21.4,True,True
P-00394,Generic Biocon Injection 50,Biocon,Rx Medicines,Injection,Musculoskeletal,True,626.33,492.55,21.4,True,True
P-00395,Generic Cipla Tablet 108,Cipla,Rx Medicines,Tablet,Dermatological,True,129.63,103.29,20.3,True,False
P-00396,Biocon Inhaler 654,Biocon,Rx Medicines,Inhaler,Respiratory,False,754.82,593.41,21.4,True,False
P-00397,Lupin Inhaler 377,Lupin,Rx Medicines,Inhaler,Anti-viral,False,137.75,111.55,19.0,True,False
P-00398,Mankind Powder 430,Mankind,Rx Medicines,Powder,Musculoskeletal,False,311.57,243.76,21.8,True,False
P-00399,Aurobindo Suspension 13,Aurobindo,Rx Medicines,Suspension,Anti-viral,False,519.4,409.89,21.1,True,True
P-00400,Generic Intas Inhaler 590,Intas,Rx Medicines,Inhaler,Anti-inflammatory,True,163.9,131.61,19.7,True,False
P-00401,Glenmark Powder 400,Glenmark,Rx Medicines,Powder,Anti-allergic,False,199.72,156.0,21.9,True,False
P-00402,Generic Dr. Reddys Syrup 47,Dr. Reddys,Rx Medicines,Syrup,Anti-inflammatory,True,284.82,222.54,21.9,True,False
P-00403,Lupin Powder 121,Lupin,Rx Medicines,Powder,Respiratory,False,429.08,337.81,21.3,True,False
P-00404,Natco Powder 749,Natco,Rx Medicines,Powder,Hormonal,False,315.12,245.8,22.0,True,False
P-00405,Alkem Tablet 776,Alkem,Rx Medicines,Tablet,Respiratory,False,689.43,560.72,18.7,True,False
P-00406,Intas Gel 445,Intas,Rx Medicines,Gel,Anti-diabetic,False,339.12,269.92,20.4,True,False
P-00407,Zydus Drops 97,Zydus,Rx Medicines,Drops,Anti-viral,False,88.25,69.07,21.7,True,True
P-00408,Aurobindo Inhaler 387,Aurobindo,Rx Medicines,Inhaler,Anti-diabetic,False,302.87,246.88,18.5,True,False
P-00409,Intas Capsule 254,Intas,Rx Medicines,Capsule,Vitamin/Supplement,False,232.92,184.8,20.7,True,False
P-00410,Intas Inhaler 792,Intas,Rx Medicines,Inhaler,Anti-diabetic,False,222.5,179.06,19.5,True,False
P-00411,Generic Lupin Capsule 860,Lupin,Rx Medicines,Capsule,Hormonal,True,131.09,103.8,20.8,True,False
P-00412,Cipla Tablet 292,Cipla,Rx Medicines,Tablet,Gastrointestinal,False,234.22,187.33,20.0,True,False
P-00413,Alkem Syrup 437,Alkem,Rx Medicines,Syrup,Hormonal,False,307.47,243.8,20.7,True,False
P-00414,Generic Zydus Suspension 635,Zydus,Rx Medicines,Suspension,Dermatological,True,314.11,245.82,21.7,True,False
P-00415,Macleods Injection 911,Macleods,Rx Medicines,Injection,Anti-allergic,False,151.62,121.83,19.6,True,False
P-00416,Generic Natco Ointment 59,Natco,Rx Medicines,Ointment,Hormonal,True,225.31,181.55,19.4,True,False
P-00417,Generic Zydus Capsule 600,Zydus,Rx Medicines,Capsule,Respiratory,True,303.32,240.58,20.7,True,True
P-00418,Macleods Gel 678,Macleods,Rx Medicines,Gel,Dermatological,False,359.85,294.11,18.3,True,False
P-00419,Sun Pharma Drops 434,Sun Pharma,Rx Medicines,Drops,Anti-allergic,False,596.8,472.56,20.8,True,False
P-00420,Generic Intas Inhaler 812,Intas,Rx Medicines,Inhaler,Musculoskeletal,True,206.05,164.7,20.1,True,False
P-00421,Dettol Ointment 304,Dettol,OTC Medicines,Ointment,,False,133.1,90.21,32.2,False,False
P-00422,Burnol Drops 562,Burnol,OTC Medicines,Drops,,False,124.23,88.85,28.5,False,False
P-00423,Crocin Balm 423,Crocin,OTC Medicines,Balm,,False,277.06,186.91,32.5,False,False
P-00424,Vicks Syrup 143,Vicks,OTC Medicines,Syrup,,False,234.56,157.33,32.9,False,False
P-00425,Burnol Gel 452,Burnol,OTC Medicines,Gel,,False,317.93,215.92,32.1,False,False
P-00426,Zandu Syrup 74,Zandu,OTC Medicines,Syrup,,False,90.76,59.84,34.1,False,False
P-00427,Dabur Gel 956,Dabur,OTC Medicines,Gel,,False,352.54,248.57,29.5,False,False
P-00428,Vicks Ointment 619,Vicks,OTC Medicines,Ointment,,False,73.6,49.96,32.1,False,False
P-00429,Benadryl Tablet 173,Benadryl,OTC Medicines,Tablet,,False,122.66,86.14,29.8,False,False
P-00430,Dabur Tablet 82,Dabur,OTC Medicines,Tablet,,False,105.59,74.4,29.5,False,False
P-00431,Strepsils Drops 516,Strepsils,OTC Medicines,Drops,,False,118.6,84.62,28.6,False,False
P-00432,Vicks Powder 280,Vicks,OTC Medicines,Powder,,False,109.98,75.84,31.0,False,False
P-00433,Zandu Powder 955,Zandu,OTC Medicines,Powder,,False,136.92,92.15,32.7,False,False
P-00434,Zandu Ointment 766,Zandu,OTC Medicines,Ointment,,False,56.0,37.76,32.6,False,False
P-00435,Volini Balm 305,Volini,OTC Medicines,Balm,,False,84.62,59.46,29.7,False,False
P-00436,Burnol Syrup 323,Burnol,OTC Medicines,Syrup,,False,77.65,51.93,33.1,False,False
P-00437,Cipla Syrup 648,Cipla,OTC Medicines,Syrup,,False,57.31,37.71,34.2,False,False
P-00438,Dabur Balm 598,Dabur,OTC Medicines,Balm,,False,68.16,44.63,34.5,False,False
P-00439,Moov Cream 759,Moov,OTC Medicines,Cream,,False,243.72,162.89,33.2,False,False
P-00440,Moov Cream 730,Moov,OTC Medicines,Cream,,False,168.71,112.37,33.4,False,False
P-00441,Benadryl Drops 874,Benadryl,OTC Medicines,Drops,,False,89.06,58.73,34.1,False,False
P-00442,Crocin Spray 577,Crocin,OTC Medicines,Spray,,False,205.33,138.26,32.7,False,False
P-00443,Burnol Spray 751,Burnol,OTC Medicines,Spray,,False,197.78,133.57,32.5,False,False
P-00444,Strepsils Ointment 261,Strepsils,OTC Medicines,Ointment,,False,106.59,73.44,31.1,False,False
P-00445,Burnol Spray 521,Burnol,OTC Medicines,Spray,,False,98.42,67.42,31.5,False,False
P-00446,Burnol Gel 781,Burnol,OTC Medicines,Gel,,False,241.24,173.32,28.2,False,False
P-00447,Crocin Lozenges 216,Crocin,OTC Medicines,Lozenges,,False,119.17,78.07,34.5,False,False
P-00448,Cipla Lozenges 943,Cipla,OTC Medicines,Lozenges,,False,85.0,56.96,33.0,False,False
P-00449,Himalaya Powder 654,Himalaya,OTC Medicines,Powder,,False,84.59,59.95,29.1,False,False
P-00450,Cipla Gel 251,Cipla,OTC Medicines,Gel,,False,93.81,61.35,34.6,False,False
P-00451,Volini Cream 78,Volini,OTC Medicines,Cream,,False,159.62,113.69,28.8,False,False
P-00452,Cipla Balm 292,Cipla,OTC Medicines,Balm,,False,194.72,127.6,34.5,False,False
P-00453,Moov Gel 61,Moov,OTC Medicines,Gel,,False,41.06,28.55,30.5,False,False
P-00454,Moov Powder 823,Moov,OTC Medicines,Powder,,False,156.63,103.69,33.8,False,False
P-00455,Volini Spray 816,Volini,OTC Medicines,Spray,,False,67.68,46.33,31.5,False,False
P-00456,Cipla Tablet 146,Cipla,OTC Medicines,Tablet,,False,60.69,43.26,28.7,False,False
P-00457,Crocin Cream 270,Crocin,OTC Medicines,Cream,,False,94.65,64.69,31.7,False,False
